Total Spending,UNFPA,GOV,NGO,UN,Core Resources,Non-core Resources,Program,Country,Year,Country_Name
244084,159853,39439,44792,0,1.0,0.0,Gender equality and rights,burundi,2017,Burundi
3830597,2647760,722838,459999,0,0.36,0.64,Integrated sexual and reproductive health,burundi,2017,Burundi
52959,52959,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,burundi,2017,Burundi
500000,500000,0,0,0,1.0,0.0,Integrated sexual and reproductive health,cabo-verde,2017,Cabo Verde
159678,124635,35044,0,0,0.95,0.05,Adolescents,cambodia,2017,Cambodia
246350,140565,105785,0,0,1.0,0.0,Data for development,cambodia,2017,Cambodia
328820,110414,218406,0,0,0.5,0.5,Gender equality and rights,cambodia,2017,Cambodia
1204030,659971,544058,0,0,0.99,0.01,Integrated sexual and reproductive health,cambodia,2017,Cambodia
264688,149327,99313,16048,0,0.65,0.35,Adolescents,cameroon,2017,Cameroon
750728,309369,395981,45377,0,1.0,0.0,Data for development,cameroon,2017,Cameroon
766585,557379,17103,192103,0,0.11,0.89,Gender equality and rights,cameroon,2017,Cameroon
3662469,2913489,606567,150281,0,0.57,0.43,Integrated sexual and reproductive health,cameroon,2017,Cameroon
6169,6169,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,cameroon,2017,Cameroon
459136,198893,195946,64297,0,0.2,0.8,Adolescents,central-african-republic,2017,Central African Republic
369623,323295,46328,0,0,0.99,0.01,Data for development,central-african-republic,2017,Central African Republic
604706,410686,65776,128244,0,0.32,0.68,Gender equality and rights,central-african-republic,2017,Central African Republic
1782867,1598710,16451,167706,0,0.42,0.58,Integrated sexual and reproductive health,central-african-republic,2017,Central African Republic
130209,66467,0,63742,0,0.28,0.72,Organizational effectiveness and efficiency,central-african-republic,2017,Central African Republic
529468,241797,0,287672,0,0.4,0.6,Adolescents,chad,2017,Chad
62295,27594,34700,0,0,1.01,-0.01,Data for development,chad,2017,Chad
948266,669219,92442,186605,0,0.69,0.31,Gender equality and rights,chad,2017,Chad
4439670,3917084,99130,423456,0,0.44,0.56,Integrated sexual and reproductive health,chad,2017,Chad
1288,1288,0,0,0,1.0,0.0,Adolescents,chile,2017,Chile
2324,2324,0,0,0,1.0,0.0,Data for development,chile,2017,Chile
144162,144162,0,0,0,1.0,0.0,Integrated sexual and reproductive health,chile,2017,Chile
217867,217867,0,0,0,1.0,0.0,Adolescents,china,2017,China
664768,622750,42018,0,0,1.0,0.0,Data for development,china,2017,China
307142,225273,71219,10650,0,0.34,0.66,Gender equality and rights,china,2017,China
949304,817369,53730,78205,0,0.94,0.06,Integrated sexual and reproductive health,china,2017,China
20538,20456,82,0,0,1.0,0.0,Organizational effectiveness and efficiency,china,2017,China
56499,56499,0,0,0,1.0,0.0,Adolescents,colombia,2017,Colombia
441273,261123,71463,108687,0,0.54,0.46,Data for development,colombia,2017,Colombia
104092,104092,0,0,0,0.72,0.28,Gender equality and rights,colombia,2017,Colombia
350291,350291,0,0,0,0.96,0.04,Integrated sexual and reproductive health,colombia,2017,Colombia
17914,17914,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,colombia,2017,Colombia
12169,0,12169,0,0,0.54,0.46,Adolescents,comoros,2017,Comoros
315023,262919,52104,0,0,1.0,0.0,Data for development,comoros,2017,Comoros
60803,34336,26467,0,0,0.85,0.15,Gender equality and rights,comoros,2017,Comoros
468024,407795,60229,0,0,0.91,0.09,Integrated sexual and reproductive health,comoros,2017,Comoros
311849,311849,0,0,0,0.58,0.42,Adolescents,congo,2017,Congo
227135,227135,0,0,0,0.63,0.37,Data for development,congo,2017,Congo
501362,163765,145070,115691,76836,0.28,0.72,Gender equality and rights,congo,2017,Congo
1213177,760662,173949,278566,0,0.21,0.79,Integrated sexual and reproductive health,congo,2017,Congo
4388,4388,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,congo,2017,Congo
24854,24854,0,0,0,1.0,0.0,Adolescents,costa-rica,2017,Costa Rica
98480,98480,0,0,0,1.0,0.0,Data for development,costa-rica,2017,Costa Rica
28281,28281,0,0,0,1.0,0.0,Gender equality and rights,costa-rica,2017,Costa Rica
242644,242644,0,0,0,0.88,0.12,Integrated sexual and reproductive health,costa-rica,2017,Costa Rica
534945,331666,196971,6308,0,0.68,0.32,Adolescents,côte-divoire,2017,Côte d'Ivoire
194509,151607,0,0,45140,0.87,0.13,Data for development,côte-divoire,2017,Côte d'Ivoire
1713115,1594638,0,118477,0,0.42,0.58,Gender equality and rights,côte-divoire,2017,Côte d'Ivoire
4311154,3767175,114038,429940,0,0.32,0.68,Integrated sexual and reproductive health,côte-divoire,2017,Côte d'Ivoire
15318,0,0,15318,0,0.0,1.0,Organizational effectiveness and efficiency,côte-divoire,2017,Côte d'Ivoire
67596,8353,49767,9476,0,0.45,0.55,Adolescents,cuba,2017,Cuba
109183,26526,79658,2999,0,0.49,0.51,Data for development,cuba,2017,Cuba
76526,52719,0,23807,0,0.81,0.19,Gender equality and rights,cuba,2017,Cuba
326344,323257,3087,0,0,0.51,0.49,Integrated sexual and reproductive health,cuba,2017,Cuba
37633,37633,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,cuba,2017,Cuba
3711481,790630,1542016,1378835,0,0.17,0.83,Adolescents,democratic-republic-congo,2017,Democratic Republic of the Congo
646825,64825,582000,0,0,0.61,0.39,Data for development,democratic-republic-congo,2017,Democratic Republic of the Congo
2356347,946727,72395,1337225,0,0.09,0.91,Gender equality and rights,democratic-republic-congo,2017,Democratic Republic of the Congo
12680503,10519444,1007051,1154008,0,0.47,0.53,Integrated sexual and reproductive health,democratic-republic-congo,2017,Democratic Republic of the Congo
10136,8227,0,1909,0,1.0,0.0,Organizational effectiveness and efficiency,democratic-republic-congo,2017,Democratic Republic of the Congo
14434,14434,0,0,0,1.0,0.0,Data for development,djibouti,2017,Djibouti
325026,187892,83837,53297,0,0.46,0.54,Gender equality and rights,djibouti,2017,Djibouti
316706,239584,72033,0,5165,0.79,0.21,Integrated sexual and reproductive health,djibouti,2017,Djibouti
132888,132888,0,0,0,0.98,0.02,Organizational effectiveness and efficiency,djibouti,2017,Djibouti
82338,82338,0,0,0,1.0,0.0,Adolescents,dominican-republic,2017,Dominican Republic
742592,280200,462391,0,0,0.14,0.86,Data for development,dominican-republic,2017,Dominican Republic
6367,6367,0,0,0,1.0,0.0,Gender equality and rights,dominican-republic,2017,Dominican Republic
290419,290419,0,0,0,0.95,0.05,Integrated sexual and reproductive health,dominican-republic,2017,Dominican Republic
1174,1174,0,0,0,0.94,0.06,Organizational effectiveness and efficiency,dominican-republic,2017,Dominican Republic
110534,110534,0,0,0,0.94,0.06,Adolescents,ecuador,2017,Ecuador
273482,273482,0,0,0,0.81,0.19,Gender equality and rights,ecuador,2017,Ecuador
287514,287514,0,0,0,0.78,0.22,Integrated sexual and reproductive health,ecuador,2017,Ecuador
73908,73908,0,0,0,0.94,0.06,Organizational effectiveness and efficiency,ecuador,2017,Ecuador
958165,349042,439005,170118,0,0.33,0.67,Adolescents,egypt,2017,Egypt
236103,55642,163248,17212,0,0.4,0.6,Data for development,egypt,2017,Egypt
1247629,575137,309291,363201,0,0.12,0.88,Gender equality and rights,egypt,2017,Egypt
983964,518803,218650,210640,35870,0.54,0.46,Integrated sexual and reproductive health,egypt,2017,Egypt
18805,2767,0,16038,0,0.29,0.71,Organizational effectiveness and efficiency,egypt,2017,Egypt
218542,218542,0,0,0,0.88,0.12,Adolescents,el-salvador,2017,El Salvador
297161,297161,0,0,0,0.23,0.77,Data for development,el-salvador,2017,El Salvador
148778,142035,0,6743,0,0.87,0.13,Gender equality and rights,el-salvador,2017,El Salvador
689826,689126,0,699,0,0.46,0.54,Integrated sexual and reproductive health,el-salvador,2017,El Salvador
463075,324007,139067,0,0,0.44,0.56,Adolescents,equatorial-guinea,2017,Equatorial Guinea
17649,6110,11540,0,0,0.22,0.78,Data for development,equatorial-guinea,2017,Equatorial Guinea
-14,0,0,0,0,0.0,1.0,Gender equality and rights,equatorial-guinea,2017,Equatorial Guinea
1200669,1101447,99222,0,0,0.25,0.75,Integrated sexual and reproductive health,equatorial-guinea,2017,Equatorial Guinea
10525,10525,0,0,0,0.0,1.0,Organizational effectiveness and efficiency,equatorial-guinea,2017,Equatorial Guinea
96401,33351,0,63050,0,1.0,0.0,Adolescents,eritrea,2017,Eritrea
33856,33856,0,0,0,0.95,0.05,Data for development,eritrea,2017,Eritrea
405090,13052,18700,373339,0,0.08,0.92,Gender equality and rights,eritrea,2017,Eritrea
1112581,635015,477566,0,0,0.63,0.37,Integrated sexual and reproductive health,eritrea,2017,Eritrea
187249,187249,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,eritrea,2017,Eritrea
399261,260079,0,139182,0,0.38,0.62,Adolescents,eswatini,2017,Eswatini
450024,446795,3229,0,0,0.65,0.35,Data for development,eswatini,2017,Eswatini
73983,57544,0,16439,0,0.8,0.2,Gender equality and rights,eswatini,2017,Eswatini
513332,296363,0,216968,0,0.4,0.6,Integrated sexual and reproductive health,eswatini,2017,Eswatini
1966971,367687,945387,653897,0,0.27,0.73,Adolescents,ethiopia,2017,Ethiopia
1370755,853170,517585,0,0,0.6,0.4,Data for development,ethiopia,2017,Ethiopia
2536044,1148899,681284,705861,0,0.21,0.79,Gender equality and rights,ethiopia,2017,Ethiopia
6612619,3175413,2625961,811245,0,0.36,0.64,Integrated sexual and reproductive health,ethiopia,2017,Ethiopia
1192979,1182308,7090,3582,0,0.01,0.99,Organizational effectiveness and efficiency,ethiopia,2017,Ethiopia
1506,0,1506,0,0,0.0,1.0,Adolescents,gabon,2017,Gabon
164305,119830,44475,0,0,0.98,0.02,Data for development,gabon,2017,Gabon
57643,7127,50517,0,0,0.96,0.04,Gender equality and rights,gabon,2017,Gabon
224821,158333,66487,0,0,0.85,0.15,Integrated sexual and reproductive health,gabon,2017,Gabon
81056,81056,0,0,0,0.84,0.16,Organizational effectiveness and efficiency,gabon,2017,Gabon
215164,89267,83731,42166,0,1.0,0.0,Adolescents,gambia,2017,Gambia
118779,45022,73757,0,0,1.0,0.0,Data for development,gambia,2017,Gambia
552066,290671,165074,96320,0,0.16,0.84,Gender equality and rights,gambia,2017,Gambia
628513,465722,71796,90995,0,0.66,0.34,Integrated sexual and reproductive health,gambia,2017,Gambia
3961,3961,0,0,0,0.0,1.0,Adolescents,georgia,2017,Georgia
162205,154803,0,0,7402,0.29,0.71,Data for development,georgia,2017,Georgia
632453,293417,106976,232060,0,0.06,0.94,Gender equality and rights,georgia,2017,Georgia
501320,347833,8000,145487,0,0.85,0.15,Integrated sexual and reproductive health,georgia,2017,Georgia
325885,173973,137187,14724,0,0.22,0.78,Adolescents,ghana,2017,Ghana
792547,707501,55542,29504,0,1.0,0.0,Data for development,ghana,2017,Ghana
166343,0,162616,3728,0,0.73,0.27,Gender equality and rights,ghana,2017,Ghana
1672018,1066283,563024,42712,0,0.32,0.68,Integrated sexual and reproductive health,ghana,2017,Ghana
64003,41108,13995,8900,0,0.61,0.39,Organizational effectiveness and efficiency,ghana,2017,Ghana
833893,247582,43273,543039,0,0.17,0.83,Adolescents,guatemala,2017,Guatemala
7648441,7599286,29109,20045,0,0.04,0.96,Data for development,guatemala,2017,Guatemala
391492,234082,53192,41264,62953,0.49,0.51,Gender equality and rights,guatemala,2017,Guatemala
3758304,3758304,0,0,0,0.09,0.91,Integrated sexual and reproductive health,guatemala,2017,Guatemala
157833,157876,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,guatemala,2017,Guatemala
632772,139508,493264,0,0,0.43,0.57,Adolescents,guinea,2017,Guinea
241210,91693,149516,0,0,1.0,0.0,Data for development,guinea,2017,Guinea
718536,40311,678167,58,0,0.36,0.64,Gender equality and rights,guinea,2017,Guinea
4258933,3473089,784257,1588,0,0.41,0.59,Integrated sexual and reproductive health,guinea,2017,Guinea
13818,13818,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,guinea,2017,Guinea
125979,118463,7516,0,0,0.94,0.06,Adolescents,guinea-bissau,2017,Guinea-Bissau
205514,205514,0,0,0,1.0,0.0,Data for development,guinea-bissau,2017,Guinea-Bissau
191528,66041,73579,51908,0,0.0,1.0,Gender equality and rights,guinea-bissau,2017,Guinea-Bissau
1115279,807352,294140,13788,0,0.33,0.67,Integrated sexual and reproductive health,guinea-bissau,2017,Guinea-Bissau
65130,65130,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,guinea-bissau,2017,Guinea-Bissau
466314,189495,2886,273933,0,0.2,0.8,Adolescents,haiti,2017,Haiti
516707,382416,28954,105337,0,0.31,0.69,Data for development,haiti,2017,Haiti
164329,97309,0,67021,0,0.12,0.88,Gender equality and rights,haiti,2017,Haiti
3043689,2037457,555068,451163,0,0.51,0.49,Integrated sexual and reproductive health,haiti,2017,Haiti
168735,168735,0,0,0,0.91,0.09,Organizational effectiveness and efficiency,haiti,2017,Haiti
683064,520385,162680,0,0,0.23,0.77,Adolescents,honduras,2017,Honduras
309085,229389,79695,0,0,0.74,0.26,Data for development,honduras,2017,Honduras
187215,187215,0,0,0,0.78,0.22,Gender equality and rights,honduras,2017,Honduras
1935898,1046745,30937,674424,183792,0.12,0.88,Integrated sexual and reproductive health,honduras,2017,Honduras
2592749,1187672,281410,1123667,0,0.7,0.3,Adolescents,india,2017,India
656765,441375,63525,151865,0,1.0,0.0,Data for development,india,2017,India
1618971,519551,34182,1065238,0,0.4,0.6,Gender equality and rights,india,2017,India
1350741,1121390,144675,84675,0,0.98,0.02,Integrated sexual and reproductive health,india,2017,India
60685,60685,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,india,2017,India
293885,140506,77721,75658,0,1.0,0.0,Adolescents,indonesia,2017,Indonesia
232825,116642,116183,0,0,1.0,0.0,Data for development,indonesia,2017,Indonesia
588662,278846,166626,143189,0,0.41,0.59,Gender equality and rights,indonesia,2017,Indonesia
3688038,1334730,146530,2206779,0,0.3,0.7,Integrated sexual and reproductive health,indonesia,2017,Indonesia
526873,480088,46784,0,0,1.0,0.0,Data for development,iran,2017,Iran (Islamic Republic of)
746413,310202,436211,0,0,0.34,0.66,Integrated sexual and reproductive health,iran,2017,Iran (Islamic Republic of)
-6,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,iran,2017,Iran (Islamic Republic of)
1082690,152448,131493,798749,0,0.29,0.71,Adolescents,iraq,2017,Iraq
61406,61406,0,0,0,0.89,0.11,Data for development,iraq,2017,Iraq
16193575,5119090,910206,10164278,0,0.02,0.98,Gender equality and rights,iraq,2017,Iraq
32414231,16790280,0,15623952,0,0.01,0.99,Integrated sexual and reproductive health,iraq,2017,Iraq
146264,146264,0,0,0,0.44,0.56,Organizational effectiveness and efficiency,iraq,2017,Iraq
801109,116012,0,685097,0,0.07,0.93,Adolescents,jordan,2017,Jordan
443113,303893,139220,0,0,0.66,0.34,Data for development,jordan,2017,Jordan
3121822,873287,39265,2095180,114090,0.03,0.97,Gender equality and rights,jordan,2017,Jordan
11262209,2717687,23296,8364339,156887,0.01,0.99,Integrated sexual and reproductive health,jordan,2017,Jordan
108442,43752,0,64690,0,0.65,0.35,Adolescents,kazakhstan,2017,Kazakhstan
108363,86652,15884,5827,0,1.0,0.0,Data for development,kazakhstan,2017,Kazakhstan
90193,37882,2080,50231,0,0.76,0.24,Gender equality and rights,kazakhstan,2017,Kazakhstan
270508,137707,0,132801,0,0.71,0.29,Integrated sexual and reproductive health,kazakhstan,2017,Kazakhstan
54642,54642,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,kazakhstan,2017,Kazakhstan
438153,119509,259105,59538,0,0.07,0.93,Adolescents,kenya,2017,Kenya
109313,88465,20848,0,0,0.67,0.33,Data for development,kenya,2017,Kenya
908454,251147,77567,573206,6534,0.06,0.94,Gender equality and rights,kenya,2017,Kenya
7746772,4999723,1434048,1242959,70042,0.37,0.63,Integrated sexual and reproductive health,kenya,2017,Kenya
55584,55584,0,0,0,0.56,0.44,Organizational effectiveness and efficiency,kenya,2017,Kenya
83505,83505,0,0,0,1.0,0.0,Adolescents,kyrgyzstan,2017,Kyrgyzstan
132633,130833,1800,0,0,1.0,0.0,Data for development,kyrgyzstan,2017,Kyrgyzstan
287031,100009,0,187022,0,0.38,0.62,Gender equality and rights,kyrgyzstan,2017,Kyrgyzstan
370115,232218,0,137898,0,0.94,0.06,Integrated sexual and reproductive health,kyrgyzstan,2017,Kyrgyzstan
7290,6102,0,1188,0,1.0,0.0,Organizational effectiveness and efficiency,kyrgyzstan,2017,Kyrgyzstan
408569,271316,80096,57157,0,0.93,0.07,Adolescents,lao-peoples-democratic-republic,2017,Lao People's Democratic Republic
294518,155232,139286,0,0,1.0,0.0,Data for development,lao-peoples-democratic-republic,2017,Lao People's Democratic Republic
1480422,566537,913885,0,0,0.25,0.75,Integrated sexual and reproductive health,lao-peoples-democratic-republic,2017,Lao People's Democratic Republic
257776,228582,0,29194,0,0.12,0.88,Adolescents,lebanon,2017,Lebanon
36446,36446,0,0,0,1.0,0.0,Data for development,lebanon,2017,Lebanon
3658662,768967,99639,2790056,0,0.03,0.97,Gender equality and rights,lebanon,2017,Lebanon
2705336,2201873,0,503464,0,0.13,0.87,Integrated sexual and reproductive health,lebanon,2017,Lebanon
38700,38700,0,0,0,0.96,0.04,Organizational effectiveness and efficiency,lebanon,2017,Lebanon
251787,210592,4290,36905,0,0.84,0.16,Adolescents,lesotho,2017,Lesotho
144804,104804,0,0,40000,1.0,0.0,Data for development,lesotho,2017,Lesotho
422599,422606,0,0,0,0.13,0.87,Gender equality and rights,lesotho,2017,Lesotho
517449,496000,0,21651,0,0.26,0.74,Integrated sexual and reproductive health,lesotho,2017,Lesotho
128144,124458,0,3686,0,1.05,-0.05,Organizational effectiveness and efficiency,lesotho,2017,Lesotho
1477745,593863,171927,711955,0,0.3,0.7,Adolescents,liberia,2017,Liberia
705175,517255,184250,3670,0,0.99,0.01,Data for development,liberia,2017,Liberia
445318,205849,230127,9342,0,0.33,0.67,Gender equality and rights,liberia,2017,Liberia
4453263,1918112,1043264,1491888,0,0.11,0.89,Integrated sexual and reproductive health,liberia,2017,Liberia
20120,20120,0,0,0,0.0,1.0,Organizational effectiveness and efficiency,liberia,2017,Liberia
416727,292171,0,124556,0,0.36,0.64,Adolescents,libya,2017,Libya
572161,459907,112254,0,0,0.67,0.33,Data for development,libya,2017,Libya
372151,85487,0,286664,0,0.3,0.7,Gender equality and rights,libya,2017,Libya
511869,398429,47445,65995,0,0.21,0.79,Integrated sexual and reproductive health,libya,2017,Libya
137735,114395,0,23339,0,0.28,0.72,Organizational effectiveness and efficiency,libya,2017,Libya
289210,90219,198991,0,0,1.0,0.0,Adolescents,madagascar,2017,Madagascar
712005,376974,335031,0,0,0.87,0.13,Data for development,madagascar,2017,Madagascar
469891,229370,133764,106757,0,0.51,0.49,Gender equality and rights,madagascar,2017,Madagascar
4174185,3216030,504180,453974,0,0.62,0.38,Integrated sexual and reproductive health,madagascar,2017,Madagascar
1473337,724503,536606,212228,0,0.12,0.88,Adolescents,malawi,2017,Malawi
290624,145436,145187,0,0,1.0,0.0,Data for development,malawi,2017,Malawi
256648,125457,131190,0,0,0.78,0.22,Gender equality and rights,malawi,2017,Malawi
2364309,1631169,656975,58835,17330,0.49,0.51,Integrated sexual and reproductive health,malawi,2017,Malawi
24335,10729,0,13607,0,0.44,0.56,Organizational effectiveness and efficiency,malawi,2017,Malawi
133978,13826,120151,0,0,0.66,0.34,Adolescents,malaysia,2017,Malaysia
81982,19723,62259,0,0,0.52,0.48,Data for development,malaysia,2017,Malaysia
142117,50641,0,91475,0,0.42,0.58,Gender equality and rights,malaysia,2017,Malaysia
236668,8175,39782,188711,0,0.66,0.34,Integrated sexual and reproductive health,malaysia,2017,Malaysia
72258,72258,0,0,0,0.54,0.46,Organizational effectiveness and efficiency,malaysia,2017,Malaysia
235024,227102,7922,0,0,1.0,0.0,Adolescents,maldives,2017,Maldives
49357,49357,0,0,0,0.0,1.0,Data for development,maldives,2017,Maldives
13858,13858,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,maldives,2017,Maldives
642546,484885,138731,18930,0,0.58,0.42,Adolescents,mali,2017,Mali
739192,673354,65838,0,0,0.96,0.04,Data for development,mali,2017,Mali
1475877,866939,212248,396690,0,0.36,0.64,Gender equality and rights,mali,2017,Mali
2635332,1997024,300923,337385,0,0.41,0.59,Integrated sexual and reproductive health,mali,2017,Mali
12494,5034,7461,0,0,0.68,0.32,Organizational effectiveness and efficiency,mali,2017,Mali
214216,125986,88230,0,0,0.22,0.78,Adolescents,mauritania,2017,Mauritania
426611,179547,247064,0,0,0.38,0.62,Data for development,mauritania,2017,Mauritania
434928,187276,177338,70314,0,0.32,0.68,Gender equality and rights,mauritania,2017,Mauritania
1202745,906842,253891,42012,0,0.67,0.33,Integrated sexual and reproductive health,mauritania,2017,Mauritania
1337,0,1337,0,0,1.0,0.0,Organizational effectiveness and efficiency,mauritania,2017,Mauritania
29576,0,29576,0,0,1.0,0.0,Adolescents,mauritius,2017,Mauritius
5929,0,5929,0,0,1.0,0.0,Data for development,mauritius,2017,Mauritius
19435,0,19435,0,0,1.0,0.0,Gender equality and rights,mauritius,2017,Mauritius
