Total Spending,UNFPA,GOV,NGO,UN,Core Resources,Non-core Resources,Program,Country,Year,Country_Name
908316,637098,102982,168237,0,0.11,0.89,Gender equality and empowerment of women and girls,bolivia,2020,Bolivia (Plurinational State of)
498429,387053,111375,0,0,0.54,0.46,Population and development,bolivia,2020,Bolivia (Plurinational State of)
1502057,1150810,59381,291865,0,0.33,0.67,Utilization of sexual and reproductive health services,bolivia,2020,Bolivia (Plurinational State of)
139263,32497,0,106766,0,0.97,0.03,Empowerment of young people,bosnia-herzegovina,2020,Bosnia and Herzegovina
1207171,666855,0,420178,120138,0.18,0.82,Gender equality and empowerment of women and girls,bosnia-herzegovina,2020,Bosnia and Herzegovina
174184,174184,0,0,0,0.98,0.02,Population and development,bosnia-herzegovina,2020,Bosnia and Herzegovina
308253,263691,0,44562,0,0.94,0.06,Utilization of sexual and reproductive health services,bosnia-herzegovina,2020,Bosnia and Herzegovina
370640,348375,0,22265,0,0.78,0.22,Empowerment of young people,botswana,2020,Botswana
2281,2281,0,0,0,0.5,0.5,Gender equality and empowerment of women and girls,botswana,2020,Botswana
40411,40411,0,0,0,0.98,0.02,Population and development,botswana,2020,Botswana
581257,526755,0,54501,0,0.53,0.47,Utilization of sexual and reproductive health services,botswana,2020,Botswana
296868,173959,0,9096,113814,0.25,0.75,Empowerment of young people,brazil,2020,Brazil
319956,258393,0,0,61563,0.3,0.7,Gender equality and empowerment of women and girls,brazil,2020,Brazil
122642,90232,0,15206,17204,0.23,0.77,Population and development,brazil,2020,Brazil
2063239,1319060,0,58423,685756,0.78,0.22,Utilization of sexual and reproductive health services,brazil,2020,Brazil
1170229,405877,225263,461756,77333,0.17,0.83,Empowerment of young people,burkina-faso,2020,Burkina Faso
2469488,1489236,415552,451658,113042,0.02,0.98,Gender equality and empowerment of women and girls,burkina-faso,2020,Burkina Faso
5197,0,0,5197,0,0.0,1.0,Organizational effectiveness and efficiency,burkina-faso,2020,Burkina Faso
1282313,1254882,0,27431,0,0.0,1.0,Population and development,burkina-faso,2020,Burkina Faso
5895741,2962831,2554242,378668,0,0.44,0.56,Utilization of sexual and reproductive health services,burkina-faso,2020,Burkina Faso
1349963,964849,0,385114,0,0.22,0.78,Empowerment of young people,burundi,2020,Burundi
624338,530056,67684,26598,0,0.26,0.74,Gender equality and empowerment of women and girls,burundi,2020,Burundi
96007,96007,0,0,0,1.0,0.0,Population and development,burundi,2020,Burundi
2439724,1962198,476629,897,0,0.43,0.57,Utilization of sexual and reproductive health services,burundi,2020,Burundi
896908,896908,0,0,0,0.58,0.42,Utilization of sexual and reproductive health services,cabo-verde,2020,Cabo Verde
386198,293990,40913,25915,25380,0.7,0.3,Empowerment of young people,cambodia,2020,Cambodia
86278,21505,64773,0,0,0.59,0.41,Gender equality and empowerment of women and girls,cambodia,2020,Cambodia
270763,197279,73484,0,0,0.67,0.33,Population and development,cambodia,2020,Cambodia
1567604,1050314,349803,167487,0,0.78,0.22,Utilization of sexual and reproductive health services,cambodia,2020,Cambodia
1139839,627119,92198,420522,0,0.08,0.92,Empowerment of young people,cameroon,2020,Cameroon
1282962,724237,17237,541488,0,0.0,1.0,Gender equality and empowerment of women and girls,cameroon,2020,Cameroon
191138,24129,167009,0,0,1.0,0.0,Population and development,cameroon,2020,Cameroon
7766548,3503966,3678903,583680,0,0.31,0.69,Utilization of sexual and reproductive health services,cameroon,2020,Cameroon
799383,651724,28074,119585,0,0.54,0.46,Empowerment of young people,central-african-republic,2020,Central African Republic
1349366,1095768,0,253599,0,0.3,0.7,Gender equality and empowerment of women and girls,central-african-republic,2020,Central African Republic
6918,6918,0,0,0,1.0,0.0,Population and development,central-african-republic,2020,Central African Republic
1530542,1364098,124460,41983,0,0.61,0.39,Utilization of sexual and reproductive health services,central-african-republic,2020,Central African Republic
1578002,626615,153689,797699,0,0.25,0.75,Empowerment of young people,chad,2020,Chad
1013063,804428,93472,115163,0,0.74,0.26,Gender equality and empowerment of women and girls,chad,2020,Chad
206388,111179,95209,0,0,0.6,0.4,Population and development,chad,2020,Chad
4099876,2295836,739840,1064200,0,0.3,0.7,Utilization of sexual and reproductive health services,chad,2020,Chad
2004,2004,0,0,0,1.0,0.0,Empowerment of young people,chile,2020,Chile
15135,15135,0,0,0,1.0,0.0,Gender equality and empowerment of women and girls,chile,2020,Chile
139380,139380,0,0,0,1.0,0.0,Utilization of sexual and reproductive health services,chile,2020,Chile
763661,739590,24071,0,0,0.54,0.46,Empowerment of young people,china,2020,China
169770,155106,14663,0,0,1.0,0.0,Gender equality and empowerment of women and girls,china,2020,China
447135,447135,0,0,0,1.0,0.0,Population and development,china,2020,China
1076765,948031,121784,6950,0,0.84,0.16,Utilization of sexual and reproductive health services,china,2020,China
213116,213116,0,0,0,0.48,0.52,Empowerment of young people,colombia,2020,Colombia
213246,176094,0,37152,0,0.67,0.33,Gender equality and empowerment of women and girls,colombia,2020,Colombia
645618,645618,0,0,0,0.65,0.35,Population and development,colombia,2020,Colombia
2415304,2130407,0,284897,0,0.39,0.61,Utilization of sexual and reproductive health services,colombia,2020,Colombia
9670,9670,0,0,0,1.0,0.0,Empowerment of young people,comoros,2020,Comoros
70587,32275,38312,0,0,1.0,0.0,Gender equality and empowerment of women and girls,comoros,2020,Comoros
72487,72487,0,0,0,1.0,0.0,Population and development,comoros,2020,Comoros
617916,585517,32400,0,0,0.96,0.04,Utilization of sexual and reproductive health services,comoros,2020,Comoros
146217,146217,0,0,0,0.85,0.15,Empowerment of young people,congo,2020,Congo
748375,732530,0,15845,0,0.28,0.72,Gender equality and empowerment of women and girls,congo,2020,Congo
-10518,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,congo,2020,Congo
778617,778385,233,0,0,0.54,0.46,Population and development,congo,2020,Congo
1200467,1144510,23812,32145,0,0.35,0.65,Utilization of sexual and reproductive health services,congo,2020,Congo
78521,78521,0,0,0,-0.01,1.01,Empowerment of young people,costa-rica,2020,Costa Rica
81436,71536,0,9901,0,0.57,0.43,Gender equality and empowerment of women and girls,costa-rica,2020,Costa Rica
82782,82782,0,0,0,0.52,0.48,Population and development,costa-rica,2020,Costa Rica
487775,487775,0,0,0,1.0,0.0,Utilization of sexual and reproductive health services,costa-rica,2020,Costa Rica
1391323,901807,321035,168480,0,0.31,0.69,Empowerment of young people,côte-divoire,2020,Côte d'Ivoire
1559482,925943,98856,534684,0,0.4,0.6,Gender equality and empowerment of women and girls,côte-divoire,2020,Côte d'Ivoire
6784853,6768815,0,16038,0,0.02,0.98,Population and development,côte-divoire,2020,Côte d'Ivoire
3640071,2549251,443030,647790,0,0.46,0.54,Utilization of sexual and reproductive health services,côte-divoire,2020,Côte d'Ivoire
158292,110753,39578,7961,0,0.49,0.51,Empowerment of young people,cuba,2020,Cuba
68194,61213,0,6980,0,0.71,0.29,Gender equality and empowerment of women and girls,cuba,2020,Cuba
16,16,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,cuba,2020,Cuba
68890,52230,16660,0,0,0.62,0.38,Population and development,cuba,2020,Cuba
429103,429103,0,0,0,0.96,0.04,Utilization of sexual and reproductive health services,cuba,2020,Cuba
885201,177717,591186,116298,0,0.24,0.76,Empowerment of young people,democratic-republic-congo,2020,Democratic Republic of the Congo
6949342,2933080,507213,3509048,0,0.01,0.99,Gender equality and empowerment of women and girls,democratic-republic-congo,2020,Democratic Republic of the Congo
3042450,3012450,30000,0,0,0.1,0.9,Population and development,democratic-republic-congo,2020,Democratic Republic of the Congo
17531087,15078570,482197,1970321,0,0.32,0.68,Utilization of sexual and reproductive health services,democratic-republic-congo,2020,Democratic Republic of the Congo
31016,21471,6000,3545,0,0.15,0.85,Empowerment of young people,djibouti,2020,Djibouti
607844,384580,191815,31448,0,0.27,0.73,Gender equality and empowerment of women and girls,djibouti,2020,Djibouti
164153,160087,4066,0,0,0.57,0.43,Population and development,djibouti,2020,Djibouti
685457,578872,106585,0,0,0.47,0.53,Utilization of sexual and reproductive health services,djibouti,2020,Djibouti
104030,104030,0,0,0,0.59,0.41,Empowerment of young people,dominican-republic,2020,Dominican Republic
150035,150035,0,0,0,0.55,0.45,Gender equality and empowerment of women and girls,dominican-republic,2020,Dominican Republic
128545,128545,0,0,0,0.93,0.07,Population and development,dominican-republic,2020,Dominican Republic
804993,804993,0,0,0,0.69,0.31,Utilization of sexual and reproductive health services,dominican-republic,2020,Dominican Republic
35913,35913,0,0,0,0.14,0.86,Empowerment of young people,ecuador,2020,Ecuador
365840,365840,0,0,0,0.33,0.67,Gender equality and empowerment of women and girls,ecuador,2020,Ecuador
268792,268792,0,0,0,0.36,0.64,Population and development,ecuador,2020,Ecuador
1171596,1171596,0,0,0,0.75,0.25,Utilization of sexual and reproductive health services,ecuador,2020,Ecuador
1640342,669580,63432,907330,0,0.25,0.75,Empowerment of young people,egypt,2020,Egypt
5303861,758397,2320296,1725748,499419,0.06,0.94,Gender equality and empowerment of women and girls,egypt,2020,Egypt
73092,0,73092,0,0,0.0,1.0,Population and development,egypt,2020,Egypt
4556296,3377081,885574,293642,0,0.17,0.83,Utilization of sexual and reproductive health services,egypt,2020,Egypt
660929,252012,0,408917,0,0.21,0.79,Empowerment of young people,el-salvador,2020,El Salvador
1314412,720875,0,593537,0,0.17,0.83,Gender equality and empowerment of women and girls,el-salvador,2020,El Salvador
136131,136131,0,0,0,1.0,0.0,Population and development,el-salvador,2020,El Salvador
1436731,1180509,0,256221,0,0.35,0.65,Utilization of sexual and reproductive health services,el-salvador,2020,El Salvador
695960,682362,13598,0,0,0.77,0.23,Empowerment of young people,equatorial-guinea,2020,Equatorial Guinea
5945,5945,0,0,0,0.0,1.0,Gender equality and empowerment of women and girls,equatorial-guinea,2020,Equatorial Guinea
17812,17812,0,0,0,0.0,1.0,Population and development,equatorial-guinea,2020,Equatorial Guinea
745171,745171,0,0,0,0.0,1.0,Utilization of sexual and reproductive health services,equatorial-guinea,2020,Equatorial Guinea
27,27,0,0,0,1.0,0.0,Empowerment of young people,eritrea,2020,Eritrea
37341,37341,0,0,0,1.0,0.0,Population and development,eritrea,2020,Eritrea
1070884,905384,165500,0,0,0.79,0.21,Utilization of sexual and reproductive health services,eritrea,2020,Eritrea
323660,266874,0,56786,0,0.47,0.53,Empowerment of young people,eswatini,2020,Eswatini
159656,133123,0,26533,0,0.88,0.12,Gender equality and empowerment of women and girls,eswatini,2020,Eswatini
189148,189148,0,0,0,0.71,0.29,Population and development,eswatini,2020,Eswatini
617016,505639,0,111377,0,0.48,0.52,Utilization of sexual and reproductive health services,eswatini,2020,Eswatini
1706713,345344,474403,886966,0,0.3,0.7,Empowerment of young people,ethiopia,2020,Ethiopia
4520155,827560,1012693,2679902,0,0.12,0.88,Gender equality and empowerment of women and girls,ethiopia,2020,Ethiopia
5127,0,5127,0,0,1.0,0.0,Organizational effectiveness and efficiency,ethiopia,2020,Ethiopia
852029,634999,217031,0,0,0.4,0.6,Population and development,ethiopia,2020,Ethiopia
10361069,4666403,4146455,1526150,22060,0.27,0.73,Utilization of sexual and reproductive health services,ethiopia,2020,Ethiopia
645447,477058,2751,165638,0,0.25,0.75,Empowerment of young people,gabon,2020,Gabon
71515,16353,55162,0,0,0.32,0.68,Gender equality and empowerment of women and girls,gabon,2020,Gabon
12655,0,12655,0,0,1.0,0.0,Population and development,gabon,2020,Gabon
254984,196004,58980,0,0,0.93,0.07,Utilization of sexual and reproductive health services,gabon,2020,Gabon
570373,316567,179578,74228,0,0.25,0.75,Empowerment of young people,gambia,2020,Gambia
815413,307383,147850,360180,0,0.06,0.94,Gender equality and empowerment of women and girls,gambia,2020,Gambia
392841,0,392841,0,0,0.27,0.73,Population and development,gambia,2020,Gambia
974362,764507,146478,63377,0,0.77,0.23,Utilization of sexual and reproductive health services,gambia,2020,Gambia
21403,21403,0,0,0,0.45,0.55,Empowerment of young people,georgia,2020,Georgia
424893,319150,18300,87443,0,0.21,0.79,Gender equality and empowerment of women and girls,georgia,2020,Georgia
293852,77698,0,216154,0,0.43,0.57,Population and development,georgia,2020,Georgia
703784,525053,40000,138732,0,0.8,0.2,Utilization of sexual and reproductive health services,georgia,2020,Georgia
2698407,1771432,226529,700446,0,0.15,0.85,Empowerment of young people,ghana,2020,Ghana
1756700,1136267,368704,251730,0,0.3,0.7,Gender equality and empowerment of women and girls,ghana,2020,Ghana
301658,301658,0,0,0,1.0,0.0,Population and development,ghana,2020,Ghana
3350264,2730849,618042,1373,0,0.47,0.53,Utilization of sexual and reproductive health services,ghana,2020,Ghana
269894,196775,16239,56880,0,0.9,0.1,Empowerment of young people,guatemala,2020,Guatemala
491861,320966,111829,59065,0,0.61,0.39,Gender equality and empowerment of women and girls,guatemala,2020,Guatemala
410433,395615,14818,0,0,0.89,0.11,Population and development,guatemala,2020,Guatemala
2657868,2541097,0,116771,0,0.31,0.69,Utilization of sexual and reproductive health services,guatemala,2020,Guatemala
758341,359723,306516,92102,0,0.35,0.65,Empowerment of young people,guinea,2020,Guinea
716604,242285,474319,0,0,0.48,0.52,Gender equality and empowerment of women and girls,guinea,2020,Guinea
593666,436740,156926,0,0,0.99,0.01,Population and development,guinea,2020,Guinea
3074667,2288498,577435,208734,0,0.44,0.56,Utilization of sexual and reproductive health services,guinea,2020,Guinea
229506,134283,35570,59653,0,0.33,0.67,Empowerment of young people,guinea-bissau,2020,Guinea-Bissau
238984,39455,64449,135080,0,0.18,0.82,Gender equality and empowerment of women and girls,guinea-bissau,2020,Guinea-Bissau
258954,248993,9961,0,0,0.79,0.21,Population and development,guinea-bissau,2020,Guinea-Bissau
960225,823144,61186,75895,0,0.54,0.46,Utilization of sexual and reproductive health services,guinea-bissau,2020,Guinea-Bissau
333141,120224,549,212367,0,0.46,0.54,Empowerment of young people,haiti,2020,Haiti
1182880,120574,165536,896771,0,0.07,0.93,Gender equality and empowerment of women and girls,haiti,2020,Haiti
519,519,0,0,0,0.0,1.0,Organizational effectiveness and efficiency,haiti,2020,Haiti
1198213,660358,515825,0,22031,0.13,0.87,Population and development,haiti,2020,Haiti
9390322,5080012,1817388,2464045,28877,0.14,0.86,Utilization of sexual and reproductive health services,haiti,2020,Haiti
1356385,1356385,0,0,0,0.19,0.81,Empowerment of young people,honduras,2020,Honduras
710782,698345,0,12436,0,0.4,0.6,Gender equality and empowerment of women and girls,honduras,2020,Honduras
137757,117661,20096,0,0,0.41,0.59,Population and development,honduras,2020,Honduras
1864610,1720757,0,143853,0,0.33,0.67,Utilization of sexual and reproductive health services,honduras,2020,Honduras
2195460,975974,181297,1038188,0,0.44,0.56,Empowerment of young people,india,2020,India
825845,377321,0,448524,0,0.1,0.9,Gender equality and empowerment of women and girls,india,2020,India
836037,296445,58439,481153,0,1.0,0.0,Population and development,india,2020,India
4269479,3149441,126053,993986,0,0.92,0.08,Utilization of sexual and reproductive health services,india,2020,India
592472,314572,81982,195918,0,0.38,0.62,Empowerment of young people,indonesia,2020,Indonesia
928103,461358,191223,275523,0,0.42,0.58,Gender equality and empowerment of women and girls,indonesia,2020,Indonesia
3938,3938,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,indonesia,2020,Indonesia
764056,467181,296874,0,0,0.98,0.02,Population and development,indonesia,2020,Indonesia
4276021,1160289,374731,2741002,0,0.3,0.7,Utilization of sexual and reproductive health services,indonesia,2020,Indonesia
11778,1170,10607,0,0,0.48,0.52,Gender equality and empowerment of women and girls,iran,2020,Iran (Islamic Republic of)
517904,388200,129703,0,0,0.89,0.11,Population and development,iran,2020,Iran (Islamic Republic of)
673432,445084,208348,0,20000,0.63,0.37,Utilization of sexual and reproductive health services,iran,2020,Iran (Islamic Republic of)
1408292,228167,97205,1082920,0,0.19,0.81,Empowerment of young people,iraq,2020,Iraq
10010874,3404870,436302,6169702,0,0.01,0.99,Gender equality and empowerment of women and girls,iraq,2020,Iraq
1418105,1168839,228600,20666,0,0.64,0.36,Population and development,iraq,2020,Iraq
9938784,3509527,57500,6371757,0,0.07,0.93,Utilization of sexual and reproductive health services,iraq,2020,Iraq
1027303,259884,0,767418,0,0.22,0.78,Empowerment of young people,jordan,2020,Jordan
3398403,1081783,3496,2313124,0,0.05,0.95,Gender equality and empowerment of women and girls,jordan,2020,Jordan
260342,166303,81065,12974,0,0.87,0.13,Population and development,jordan,2020,Jordan
6525784,1866792,79006,4432878,147109,0.04,0.96,Utilization of sexual and reproductive health services,jordan,2020,Jordan
182440,138191,0,44249,0,0.73,0.27,Empowerment of young people,kazakhstan,2020,Kazakhstan
355189,203104,0,152085,0,0.27,0.73,Gender equality and empowerment of women and girls,kazakhstan,2020,Kazakhstan
144053,134852,7008,2193,0,0.7,0.3,Population and development,kazakhstan,2020,Kazakhstan
770985,526726,70601,173658,0,0.36,0.64,Utilization of sexual and reproductive health services,kazakhstan,2020,Kazakhstan
369212,244912,5670,118630,0,0.87,0.13,Empowerment of young people,kenya,2020,Kenya
2870392,1199232,57729,1545630,67800,0.16,0.84,Gender equality and empowerment of women and girls,kenya,2020,Kenya
942023,627099,314924,0,0,0.92,0.08,Population and development,kenya,2020,Kenya
5291475,3057762,698267,1535446,0,0.34,0.66,Utilization of sexual and reproductive health services,kenya,2020,Kenya
125654,110298,0,15356,0,1.0,0.0,Empowerment of young people,kyrgyzstan,2020,Kyrgyzstan
947741,406551,0,541190,0,0.2,0.8,Gender equality and empowerment of women and girls,kyrgyzstan,2020,Kyrgyzstan
319901,163616,156285,0,0,0.44,0.56,Population and development,kyrgyzstan,2020,Kyrgyzstan
997273,744972,0,252301,0,0.42,0.58,Utilization of sexual and reproductive health services,kyrgyzstan,2020,Kyrgyzstan
722875,492770,230106,0,0,0.39,0.61,Empowerment of young people,lao-peoples-democratic-republic,2020,Lao People's Democratic Republic
358155,225865,132290,0,0,0.81,0.19,Gender equality and empowerment of women and girls,lao-peoples-democratic-republic,2020,Lao People's Democratic Republic
260627,205432,55195,0,0,0.93,0.07,Population and development,lao-peoples-democratic-republic,2020,Lao People's Democratic Republic
1607614,656793,912151,38671,0,0.29,0.71,Utilization of sexual and reproductive health services,lao-peoples-democratic-republic,2020,Lao People's Democratic Republic
47925,47925,0,0,0,0.84,0.16,Empowerment of young people,lebanon,2020,Lebanon
2681367,1557798,0,1123570,0,0.06,0.94,Gender equality and empowerment of women and girls,lebanon,2020,Lebanon
2386,2386,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,lebanon,2020,Lebanon
86008,81748,0,4260,0,0.81,0.19,Population and development,lebanon,2020,Lebanon
3102231,1978824,0,1123407,0,0.08,0.92,Utilization of sexual and reproductive health services,lebanon,2020,Lebanon
195162,55536,33184,106442,0,0.54,0.46,Empowerment of young people,lesotho,2020,Lesotho
392763,119277,51,273435,0,0.34,0.66,Gender equality and empowerment of women and girls,lesotho,2020,Lesotho
9706,1403,8303,0,0,0.15,0.85,Population and development,lesotho,2020,Lesotho
1056736,576834,314145,165758,0,0.36,0.64,Utilization of sexual and reproductive health services,lesotho,2020,Lesotho
351454,0,259201,109958,0,0.11,0.89,Empowerment of young people,liberia,2020,Liberia
1006770,589688,77276,339806,0,0.02,0.98,Gender equality and empowerment of women and girls,liberia,2020,Liberia
2984252,2301935,682318,0,0,0.11,0.89,Population and development,liberia,2020,Liberia
3365126,1433508,746840,1184779,0,0.29,0.71,Utilization of sexual and reproductive health services,liberia,2020,Liberia
443071,169801,0,273270,0,0.43,0.57,Empowerment of young people,libya,2020,Libya
1506407,680566,0,825841,0,0.05,0.95,Gender equality and empowerment of women and girls,libya,2020,Libya
83409,83409,0,0,0,1.0,0.0,Population and development,libya,2020,Libya
2328848,1466786,0,862062,0,0.29,0.71,Utilization of sexual and reproductive health services,libya,2020,Libya
618716,155111,247390,216214,0,0.33,0.67,Empowerment of young people,madagascar,2020,Madagascar
717699,456524,238086,23089,0,0.26,0.74,Gender equality and empowerment of women and girls,madagascar,2020,Madagascar
270374,118794,151579,0,0,0.95,0.05,Population and development,madagascar,2020,Madagascar
4932037,3236832,825467,418891,450848,0.61,0.39,Utilization of sexual and reproductive health services,madagascar,2020,Madagascar
2653558,1459314,751288,442957,0,0.1,0.9,Empowerment of young people,malawi,2020,Malawi
1659728,866531,150421,604025,38750,0.22,0.78,Gender equality and empowerment of women and girls,malawi,2020,Malawi
15821,15821,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,malawi,2020,Malawi
1527812,1393059,134753,0,0,0.56,0.44,Population and development,malawi,2020,Malawi
13977945,12337795,1216737,423414,0,0.09,0.91,Utilization of sexual and reproductive health services,malawi,2020,Malawi
72798,1345,0,64791,6662,0.02,0.98,Gender equality and empowerment of women and girls,malaysia,2020,Malaysia
273409,149995,123415,0,0,0.39,0.61,Population and development,malaysia,2020,Malaysia
522108,333093,127925,29747,31343,0.3,0.7,Utilization of sexual and reproductive health services,malaysia,2020,Malaysia
135272,134856,0,416,0,1.0,0.0,Empowerment of young people,maldives,2020,Maldives
31582,10536,0,21047,0,1.0,0.0,Gender equality and empowerment of women and girls,maldives,2020,Maldives
1000,1000,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,maldives,2020,Maldives
46121,46121,0,0,0,1.0,0.0,Population and development,maldives,2020,Maldives
208671,208671,0,0,0,0.55,0.45,Utilization of sexual and reproductive health services,maldives,2020,Maldives
777559,558748,28119,190691,0,0.67,0.33,Empowerment of young people,mali,2020,Mali
5524395,2693420,493104,2337871,0,0.11,0.89,Gender equality and empowerment of women and girls,mali,2020,Mali
1805189,1266665,538525,0,0,0.38,0.62,Population and development,mali,2020,Mali
6954103,3883696,923481,2146926,0,0.16,0.84,Utilization of sexual and reproductive health services,mali,2020,Mali
133735,73571,48957,11206,0,0.88,0.12,Empowerment of young people,mauritania,2020,Mauritania
358129,188234,41030,128865,0,0.11,0.89,Gender equality and empowerment of women and girls,mauritania,2020,Mauritania
215756,213602,2154,0,0,0.63,0.37,Population and development,mauritania,2020,Mauritania
2286784,1399344,225151,662290,0,0.42,0.58,Utilization of sexual and reproductive health services,mauritania,2020,Mauritania
16728,0,16728,0,0,0.75,0.25,Empowerment of young people,mauritius,2020,Mauritius
40094,0,28616,0,11478,1.0,0.0,Gender equality and empowerment of women and girls,mauritius,2020,Mauritius
80521,3901,46620,0,30000,1.0,0.0,Utilization of sexual and reproductive health services,mauritius,2020,Mauritius
339372,339372,0,0,0,0.84,0.16,Empowerment of young people,mexico,2020,Mexico
499815,335908,15634,148272,0,0.3,0.7,Gender equality and empowerment of women and girls,mexico,2020,Mexico
365692,266614,99078,0,0,0.79,0.21,Population and development,mexico,2020,Mexico
2505311,1421961,753274,330077,0,0.23,0.77,Utilization of sexual and reproductive health services,mexico,2020,Mexico
696565,401532,133253,45425,116356,0.32,0.68,Empowerment of young people,mongolia,2020,Mongolia
1112480,425863,626215,60402,0,0.16,0.84,Gender equality and empowerment of women and girls,mongolia,2020,Mongolia
896662,479983,377199,0,39480,0.34,0.66,Utilization of sexual and reproductive health services,mongolia,2020,Mongolia
446929,282405,122423,42101,0,0.62,0.38,Empowerment of young people,morocco,2020,Morocco
979998,725872,115807,138318,0,0.17,0.83,Gender equality and empowerment of women and girls,morocco,2020,Morocco
323191,318324,4868,0,0,0.69,0.31,Population and development,morocco,2020,Morocco
1270274,1113096,32360,124818,0,0.4,0.6,Utilization of sexual and reproductive health services,morocco,2020,Morocco
2962340,363811,362114,2236415,0,0.14,0.86,Empowerment of young people,mozambique,2020,Mozambique
2046043,945599,461014,620237,19193,0.02,0.98,Gender equality and empowerment of women and girls,mozambique,2020,Mozambique
1305283,120314,1184969,0,0,0.25,0.75,Population and development,mozambique,2020,Mozambique
