Total Spending,UNFPA,GOV,NGO,UN,Core Resources,Non-core Resources,Program,Country,Year,Country_Name
5225348,2208678,2461705,554965,0,0.37,0.63,Integrated sexual and reproductive health,burkina-faso,2015,Burkina Faso
507547,483638,23909,0,0,1.0,0.0,Adolescents,burundi,2015,Burundi
144783,113212,5248,26323,0,1.0,0.0,Gender equality and rights,burundi,2015,Burundi
3946842,3086133,544359,316351,0,0.4,0.6,Integrated sexual and reproductive health,burundi,2015,Burundi
24202,24202,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,burundi,2015,Burundi
1196221,1020000,0,0,176221,0.85,0.15,Adolescents,cabo-verde,2015,Cabo Verde
277964,98727,141330,37908,0,1.0,0.0,Adolescents,cambodia,2015,Cambodia
463641,360506,103135,0,0,0.95,0.05,Data for development,cambodia,2015,Cambodia
391779,74769,150157,166853,0,1.0,0.0,Gender equality and rights,cambodia,2015,Cambodia
3257211,1294617,1065212,887686,9696,0.65,0.35,Integrated sexual and reproductive health,cambodia,2015,Cambodia
-1644,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,cambodia,2015,Cambodia
407022,142577,93553,63649,107243,0.36,0.64,Adolescents,cameroon,2015,Cameroon
718430,595976,85436,37018,0,0.9,0.1,Data for development,cameroon,2015,Cameroon
343304,200560,14938,127806,0,0.64,0.36,Gender equality and rights,cameroon,2015,Cameroon
4656521,3101290,934471,620760,0,0.44,0.56,Integrated sexual and reproductive health,cameroon,2015,Cameroon
163,163,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,cameroon,2015,Cameroon
72914,72914,0,0,0,0.89,0.11,Adolescents,central-african-republic,2015,Central African Republic
801745,741608,1984,58153,0,0.83,0.17,Data for development,central-african-republic,2015,Central African Republic
864745,613424,16000,235321,0,0.13,0.87,Gender equality and rights,central-african-republic,2015,Central African Republic
2336692,2264283,0,72410,0,0.38,0.62,Integrated sexual and reproductive health,central-african-republic,2015,Central African Republic
51720,51720,0,0,0,0.93,0.07,Organizational effectiveness and efficiency,central-african-republic,2015,Central African Republic
188798,90867,38490,59442,0,0.08,0.92,Adolescents,chad,2015,Chad
688660,487339,197664,3656,0,0.51,0.49,Data for development,chad,2015,Chad
338347,303319,30066,4962,0,0.86,0.14,Gender equality and rights,chad,2015,Chad
4492994,4119475,282516,91003,0,0.46,0.54,Integrated sexual and reproductive health,chad,2015,Chad
11345,11345,0,0,0,1.0,0.0,Adolescents,chile,2015,Chile
16780,16780,0,0,0,1.0,0.0,Data for development,chile,2015,Chile
10862,10862,0,0,0,1.0,0.0,Gender equality and rights,chile,2015,Chile
218439,218439,0,0,0,1.0,0.0,Integrated sexual and reproductive health,chile,2015,Chile
9591,9591,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,chile,2015,Chile
383879,266459,117420,0,0,0.97,0.03,Adolescents,china,2015,China
1086912,680930,405983,0,0,1.0,0.0,Data for development,china,2015,China
358324,153246,112115,92963,0,1.0,0.0,Gender equality and rights,china,2015,China
2030217,1169256,675094,185867,0,0.92,0.08,Integrated sexual and reproductive health,china,2015,China
-2,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,china,2015,China
143406,138418,0,4988,0,1.0,0.0,Adolescents,colombia,2015,Colombia
1113335,271992,376315,465028,0,0.23,0.77,Data for development,colombia,2015,Colombia
211309,134706,76603,0,0,0.51,0.49,Gender equality and rights,colombia,2015,Colombia
735457,735457,0,0,0,0.75,0.25,Integrated sexual and reproductive health,colombia,2015,Colombia
22455,17857,0,4599,0,1.0,0.0,Adolescents,comoros,2015,Comoros
237758,115548,122211,0,0,1.0,0.0,Data for development,comoros,2015,Comoros
281671,250432,31239,0,0,0.19,0.81,Gender equality and rights,comoros,2015,Comoros
611076,393042,177354,40680,0,1.0,0.0,Integrated sexual and reproductive health,comoros,2015,Comoros
157,157,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,comoros,2015,Comoros
330692,234709,36511,37992,21480,0.79,0.21,Adolescents,congo,2015,Congo
601011,557187,43047,777,0,0.92,0.08,Data for development,congo,2015,Congo
411649,352175,59473,0,0,0.73,0.27,Gender equality and rights,congo,2015,Congo
1312675,966281,309582,36811,0,0.38,0.62,Integrated sexual and reproductive health,congo,2015,Congo
95858,93469,1142,1247,0,0.99,0.01,Organizational effectiveness and efficiency,congo,2015,Congo
155120,116601,21701,16818,0,1.0,0.0,Data for development,costa-rica,2015,Costa Rica
460253,134329,3833,322091,0,0.04,0.96,Gender equality and rights,costa-rica,2015,Costa Rica
388557,234268,17275,137014,0,0.86,0.14,Integrated sexual and reproductive health,costa-rica,2015,Costa Rica
923472,876196,0,47276,0,0.64,0.36,Adolescents,côte-divoire,2015,Côte d'Ivoire
983518,962218,21300,0,0,0.94,0.06,Data for development,côte-divoire,2015,Côte d'Ivoire
1036902,920644,0,116258,0,0.59,0.41,Gender equality and rights,côte-divoire,2015,Côte d'Ivoire
5325858,4810195,104379,411284,0,0.31,0.69,Integrated sexual and reproductive health,côte-divoire,2015,Côte d'Ivoire
8127,8127,0,0,0,0.42,0.58,Organizational effectiveness and efficiency,côte-divoire,2015,Côte d'Ivoire
191915,41408,150507,0,0,0.61,0.39,Adolescents,cuba,2015,Cuba
202554,37656,128757,36140,0,0.98,0.02,Data for development,cuba,2015,Cuba
61041,1503,0,59539,0,1.0,0.0,Gender equality and rights,cuba,2015,Cuba
299479,239781,59698,0,0,1.0,0.0,Integrated sexual and reproductive health,cuba,2015,Cuba
33164,33164,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,cuba,2015,Cuba
515937,161669,333910,20358,0,0.81,0.19,Adolescents,democratic-republic-congo,2015,Democratic Republic of the Congo
3212224,2364643,847580,0,0,0.77,0.23,Data for development,democratic-republic-congo,2015,Democratic Republic of the Congo
2767903,1588617,630623,548663,0,0.0,1.0,Gender equality and rights,democratic-republic-congo,2015,Democratic Republic of the Congo
13026351,10072007,2366261,532859,55225,0.49,0.51,Integrated sexual and reproductive health,democratic-republic-congo,2015,Democratic Republic of the Congo
2543,2543,0,0,0,0.97,0.03,Organizational effectiveness and efficiency,democratic-republic-congo,2015,Democratic Republic of the Congo
50406,50406,0,0,0,1.0,-0.0,Adolescents,djibouti,2015,Djibouti
77314,29794,47520,0,0,0.0,1.0,Data for development,djibouti,2015,Djibouti
236621,106509,122201,7911,0,0.31,0.69,Gender equality and rights,djibouti,2015,Djibouti
892052,552280,314483,25290,0,0.98,0.02,Integrated sexual and reproductive health,djibouti,2015,Djibouti
41261,41261,0,0,0,0.95,0.05,Organizational effectiveness and efficiency,djibouti,2015,Djibouti
147041,98778,18485,29778,0,1.0,0.0,Adolescents,dominican-republic,2015,Dominican Republic
243200,150500,61343,31356,0,0.94,0.06,Data for development,dominican-republic,2015,Dominican Republic
105810,101714,4096,0,0,1.0,0.0,Gender equality and rights,dominican-republic,2015,Dominican Republic
389629,327603,59236,2790,0,0.94,0.06,Integrated sexual and reproductive health,dominican-republic,2015,Dominican Republic
34089,34089,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,dominican-republic,2015,Dominican Republic
145323,132823,0,12501,0,1.0,0.0,Adolescents,ecuador,2015,Ecuador
13087,13087,0,0,0,1.0,0.0,Data for development,ecuador,2015,Ecuador
157966,157966,0,0,0,0.7,0.3,Gender equality and rights,ecuador,2015,Ecuador
525604,525604,0,0,0,0.84,0.16,Integrated sexual and reproductive health,ecuador,2015,Ecuador
753633,183556,0,570077,0,0.49,0.51,Adolescents,egypt,2015,Egypt
266502,136850,129652,0,0,0.56,0.44,Data for development,egypt,2015,Egypt
1703931,977023,331108,395800,0,0.29,0.71,Gender equality and rights,egypt,2015,Egypt
1763968,904400,810121,49447,0,0.58,0.42,Integrated sexual and reproductive health,egypt,2015,Egypt
392853,146817,167002,79034,0,0.22,0.78,Adolescents,el-salvador,2015,El Salvador
377670,324357,53313,0,0,0.91,0.09,Data for development,el-salvador,2015,El Salvador
804598,427316,227788,149494,0,0.21,0.79,Gender equality and rights,el-salvador,2015,El Salvador
456924,308499,86925,61500,0,0.87,0.13,Integrated sexual and reproductive health,el-salvador,2015,El Salvador
887671,887683,0,0,0,0.89,0.11,Adolescents,equatorial-guinea,2015,Equatorial Guinea
212029,123386,88643,0,0,0.59,0.41,Data for development,equatorial-guinea,2015,Equatorial Guinea
-2,0,0,0,0,0.0,1.0,Gender equality and rights,equatorial-guinea,2015,Equatorial Guinea
517560,458266,59294,0,0,0.11,0.89,Integrated sexual and reproductive health,equatorial-guinea,2015,Equatorial Guinea
3644,3644,0,0,0,0.0,1.0,Organizational effectiveness and efficiency,equatorial-guinea,2015,Equatorial Guinea
249165,0,29714,219452,0,0.61,0.39,Adolescents,eritrea,2015,Eritrea
286331,52362,233969,0,0,0.54,0.46,Data for development,eritrea,2015,Eritrea
905214,18855,1197,885162,0,0.17,0.83,Gender equality and rights,eritrea,2015,Eritrea
1351678,604580,747098,0,0,0.67,0.33,Integrated sexual and reproductive health,eritrea,2015,Eritrea
67941,67941,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,eritrea,2015,Eritrea
372735,295691,0,77044,0,0.43,0.57,Adolescents,eswatini,2015,Eswatini
255104,241805,13299,0,0,0.99,0.01,Data for development,eswatini,2015,Eswatini
209601,153624,0,55978,0,0.89,0.11,Gender equality and rights,eswatini,2015,Eswatini
920229,423724,0,496505,0,0.32,0.68,Integrated sexual and reproductive health,eswatini,2015,Eswatini
994361,157272,512833,324256,0,0.48,0.52,Adolescents,ethiopia,2015,Ethiopia
3615039,3230169,381337,3532,0,0.83,0.17,Data for development,ethiopia,2015,Ethiopia
2655744,165522,857034,1633189,0,0.19,0.81,Gender equality and rights,ethiopia,2015,Ethiopia
8503400,2142497,4871888,1489015,0,0.28,0.72,Integrated sexual and reproductive health,ethiopia,2015,Ethiopia
567175,437814,129361,0,0,0.99,0.01,Data for development,gabon,2015,Gabon
256227,116995,139232,0,0,1.0,0.0,Integrated sexual and reproductive health,gabon,2015,Gabon
3830,3830,0,0,0,1.0,0.0,Adolescents,gambia,2015,Gambia
231651,142541,89111,0,0,1.0,0.0,Data for development,gambia,2015,Gambia
440332,177004,107881,155448,0,0.22,0.78,Gender equality and rights,gambia,2015,Gambia
1091173,822223,272271,0,0,0.48,0.52,Integrated sexual and reproductive health,gambia,2015,Gambia
62726,31327,0,31398,0,0.32,0.68,Adolescents,georgia,2015,Georgia
60808,60808,0,0,0,0.89,0.11,Data for development,georgia,2015,Georgia
195876,155114,0,40762,0,0.03,0.97,Gender equality and rights,georgia,2015,Georgia
700977,521210,31221,148546,0,0.74,0.26,Integrated sexual and reproductive health,georgia,2015,Georgia
537758,290993,246766,0,0,0.56,0.44,Adolescents,ghana,2015,Ghana
693357,392318,155878,145161,0,0.9,0.1,Data for development,ghana,2015,Ghana
530058,187830,327139,15088,0,0.93,0.07,Gender equality and rights,ghana,2015,Ghana
2393816,1584685,809131,0,0,0.81,0.19,Integrated sexual and reproductive health,ghana,2015,Ghana
-1908,0,3020,0,0,0.0,0.0,Organizational effectiveness and efficiency,ghana,2015,Ghana
695122,242670,33366,419086,0,0.49,0.51,Adolescents,guatemala,2015,Guatemala
350080,202686,124733,22661,0,0.92,0.08,Data for development,guatemala,2015,Guatemala
1035957,402531,519117,114309,0,0.35,0.65,Gender equality and rights,guatemala,2015,Guatemala
3193537,3100787,8203,84547,0,0.16,0.84,Integrated sexual and reproductive health,guatemala,2015,Guatemala
407040,209538,197502,0,0,0.59,0.41,Adolescents,guinea,2015,Guinea
1119208,526033,593175,0,0,0.6,0.4,Data for development,guinea,2015,Guinea
1676457,494440,1182017,0,0,0.14,0.86,Gender equality and rights,guinea,2015,Guinea
4368577,3340173,1028404,0,0,0.33,0.67,Integrated sexual and reproductive health,guinea,2015,Guinea
1532,1608,0,0,0,1.05,-0.05,Organizational effectiveness and efficiency,guinea,2015,Guinea
178698,152950,25748,0,0,0.98,0.02,Adolescents,guinea-bissau,2015,Guinea-Bissau
259396,201472,16521,0,41403,1.0,0.0,Data for development,guinea-bissau,2015,Guinea-Bissau
180547,83535,89402,7609,0,0.43,0.57,Gender equality and rights,guinea-bissau,2015,Guinea-Bissau
1001326,761933,108003,131390,0,0.23,0.77,Integrated sexual and reproductive health,guinea-bissau,2015,Guinea-Bissau
2948,1255,1693,0,0,0.57,0.43,Organizational effectiveness and efficiency,guinea-bissau,2015,Guinea-Bissau
44915,0,44915,0,0,1.0,0.0,Adolescents,haiti,2015,Haiti
345497,136325,209172,0,0,1.0,0.0,Data for development,haiti,2015,Haiti
179124,5347,173777,0,0,1.0,0.0,Gender equality and rights,haiti,2015,Haiti
3945486,2359229,673585,912672,0,0.63,0.37,Integrated sexual and reproductive health,haiti,2015,Haiti
667589,420050,106669,140870,0,0.36,0.64,Adolescents,honduras,2015,Honduras
655838,325985,102981,226872,0,0.73,0.27,Data for development,honduras,2015,Honduras
839142,669054,170088,0,0,0.38,0.62,Gender equality and rights,honduras,2015,Honduras
1391561,681663,9161,691878,8859,0.17,0.83,Integrated sexual and reproductive health,honduras,2015,Honduras
5175707,1644321,900667,2630718,0,0.91,0.09,Adolescents,india,2015,India
1872162,870062,0,1002279,0,1.0,0.0,Data for development,india,2015,India
1424051,680635,183864,559552,0,1.0,0.0,Gender equality and rights,india,2015,India
2062348,1384601,140150,537597,0,1.0,0.0,Integrated sexual and reproductive health,india,2015,India
458199,414045,32825,11329,0,1.0,0.0,Adolescents,indonesia,2015,Indonesia
1695510,1125404,423948,146158,0,0.97,0.03,Data for development,indonesia,2015,Indonesia
558205,409218,148987,0,0,0.94,0.06,Gender equality and rights,indonesia,2015,Indonesia
1661988,930341,488378,243269,0,0.96,0.04,Integrated sexual and reproductive health,indonesia,2015,Indonesia
12,12,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,indonesia,2015,Indonesia
747315,336063,411252,0,0,1.0,0.0,Data for development,iran,2015,Iran (Islamic Republic of)
869436,654239,215197,0,0,1.0,0.0,Integrated sexual and reproductive health,iran,2015,Iran (Islamic Republic of)
855,855,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,iran,2015,Iran (Islamic Republic of)
898735,375924,53772,373249,95790,0.43,0.57,Adolescents,iraq,2015,Iraq
748759,550148,198140,471,0,0.47,0.53,Data for development,iraq,2015,Iraq
7900725,3154570,249161,4496993,0,0.02,0.98,Gender equality and rights,iraq,2015,Iraq
7906192,4847467,0,2111531,947194,0.1,0.9,Integrated sexual and reproductive health,iraq,2015,Iraq
371,371,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,iraq,2015,Iraq
744476,70402,7797,666277,0,0.13,0.87,Adolescents,jordan,2015,Jordan
262434,109753,133738,18943,0,0.94,0.06,Data for development,jordan,2015,Jordan
3072296,75127,0,2997170,0,0.09,0.91,Gender equality and rights,jordan,2015,Jordan
4363183,1439117,62347,2861720,0,0.07,0.93,Integrated sexual and reproductive health,jordan,2015,Jordan
269825,81507,16047,172271,0,0.33,0.67,Adolescents,kazakhstan,2015,Kazakhstan
300136,162507,68000,69629,0,0.81,0.19,Data for development,kazakhstan,2015,Kazakhstan
32198,19916,0,12282,0,0.62,0.38,Gender equality and rights,kazakhstan,2015,Kazakhstan
383743,276958,18820,87965,0,0.64,0.36,Integrated sexual and reproductive health,kazakhstan,2015,Kazakhstan
738102,101913,281939,354250,0,0.78,0.22,Adolescents,kenya,2015,Kenya
602216,271968,314134,16113,0,0.91,0.09,Data for development,kenya,2015,Kenya
1498281,382582,152578,963120,0,0.33,0.67,Gender equality and rights,kenya,2015,Kenya
8433817,4713544,2142236,1578037,0,0.58,0.42,Integrated sexual and reproductive health,kenya,2015,Kenya
171681,54123,0,117557,0,0.38,0.62,Adolescents,kyrgyzstan,2015,Kyrgyzstan
122984,121184,1800,0,0,1.0,0.0,Data for development,kyrgyzstan,2015,Kyrgyzstan
945694,547462,64804,333428,0,0.13,0.87,Gender equality and rights,kyrgyzstan,2015,Kyrgyzstan
490436,444723,0,45713,0,0.86,0.14,Integrated sexual and reproductive health,kyrgyzstan,2015,Kyrgyzstan
1320,0,0,1320,0,1.0,0.0,Organizational effectiveness and efficiency,kyrgyzstan,2015,Kyrgyzstan
255345,109555,145789,0,0,1.0,0.0,Adolescents,lao-peoples-democratic-republic,2015,Lao People's Democratic Republic
1165562,483017,682545,0,0,1.0,0.0,Data for development,lao-peoples-democratic-republic,2015,Lao People's Democratic Republic
44419,22298,22121,0,0,1.0,0.0,Gender equality and rights,lao-peoples-democratic-republic,2015,Lao People's Democratic Republic
1575516,995757,579759,0,0,0.52,0.48,Integrated sexual and reproductive health,lao-peoples-democratic-republic,2015,Lao People's Democratic Republic
259542,166314,0,93228,0,0.36,0.64,Adolescents,lebanon,2015,Lebanon
123462,44747,78716,0,0,0.7,0.3,Data for development,lebanon,2015,Lebanon
2130455,984913,2500,1143042,0,0.09,0.91,Gender equality and rights,lebanon,2015,Lebanon
1426222,1110354,0,315868,0,0.36,0.64,Integrated sexual and reproductive health,lebanon,2015,Lebanon
229738,182385,7006,40347,0,0.46,0.54,Adolescents,lesotho,2015,Lesotho
370315,366071,4244,0,0,1.0,0.0,Data for development,lesotho,2015,Lesotho
220741,99400,8988,112352,0,0.38,0.62,Gender equality and rights,lesotho,2015,Lesotho
1159653,769770,202853,187030,0,0.22,0.78,Integrated sexual and reproductive health,lesotho,2015,Lesotho
110828,110828,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,lesotho,2015,Lesotho
553092,83005,258199,211888,0,0.45,0.55,Adolescents,liberia,2015,Liberia
5348272,1605632,487648,3254992,0,0.04,0.96,Data for development,liberia,2015,Liberia
916596,406138,244344,266115,0,0.22,0.78,Gender equality and rights,liberia,2015,Liberia
5037479,2475981,439547,2121951,0,0.19,0.81,Integrated sexual and reproductive health,liberia,2015,Liberia
91539,91539,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,liberia,2015,Liberia
35571,35571,0,0,0,1.0,0.0,Adolescents,libya,2015,Libya
33749,19189,0,14560,0,1.0,0.0,Data for development,libya,2015,Libya
32377,32377,0,0,0,1.0,0.0,Gender equality and rights,libya,2015,Libya
414621,414621,0,0,0,1.0,0.0,Integrated sexual and reproductive health,libya,2015,Libya
399643,174837,219371,5436,0,0.97,0.03,Adolescents,madagascar,2015,Madagascar
451626,247479,204148,0,0,1.0,0.0,Data for development,madagascar,2015,Madagascar
314321,117892,196429,0,0,1.0,0.0,Gender equality and rights,madagascar,2015,Madagascar
4137601,3187486,462511,427604,60000,0.81,0.19,Integrated sexual and reproductive health,madagascar,2015,Madagascar
2301226,864989,744196,692042,0,0.11,0.89,Adolescents,malawi,2015,Malawi
580686,285941,294745,0,0,0.63,0.37,Data for development,malawi,2015,Malawi
4353410,1976838,576143,1800429,0,0.07,0.93,Gender equality and rights,malawi,2015,Malawi
4869722,3446849,1178040,244834,0,0.45,0.55,Integrated sexual and reproductive health,malawi,2015,Malawi
295556,0,269239,26317,0,0.38,0.62,Adolescents,malaysia,2015,Malaysia
330799,195962,134837,0,0,0.66,0.34,Data for development,malaysia,2015,Malaysia
93031,5000,0,88031,0,0.31,0.69,Gender equality and rights,malaysia,2015,Malaysia
107167,4225,18868,84074,0,0.41,0.59,Integrated sexual and reproductive health,malaysia,2015,Malaysia
78228,75999,2229,0,0,1.0,0.0,Adolescents,maldives,2015,Maldives
309094,275206,33888,0,0,0.65,0.35,Data for development,maldives,2015,Maldives
85742,85742,0,0,0,1.0,0.0,Gender equality and rights,maldives,2015,Maldives
78510,78510,0,0,0,1.0,0.0,Integrated sexual and reproductive health,maldives,2015,Maldives
9319,3411,0,0,5908,1.0,0.0,Organizational effectiveness and efficiency,maldives,2015,Maldives
483472,332621,136751,11735,2364,1.0,-0.0,Adolescents,mali,2015,Mali
846873,576110,270763,0,0,0.97,0.03,Data for development,mali,2015,Mali
631860,333928,201354,96578,0,0.55,0.45,Gender equality and rights,mali,2015,Mali
1565211,955964,311809,281104,16334,0.69,0.31,Integrated sexual and reproductive health,mali,2015,Mali
-32,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,mali,2015,Mali
42895,8908,33987,0,0,0.87,0.13,Adolescents,mauritania,2015,Mauritania
671191,652012,19179,0,0,1.0,0.0,Data for development,mauritania,2015,Mauritania
390339,259620,90401,40318,0,0.22,0.78,Gender equality and rights,mauritania,2015,Mauritania
1667834,990709,384489,292636,0,0.2,0.8,Integrated sexual and reproductive health,mauritania,2015,Mauritania
-1302,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,mauritania,2015,Mauritania
51245,0,51245,0,0,1.0,0.0,Adolescents,mauritius,2015,Mauritius
24966,0,24966,0,0,1.0,0.0,Gender equality and rights,mauritius,2015,Mauritius
7104,0,7104,0,0,1.0,0.0,Integrated sexual and reproductive health,mauritius,2015,Mauritius
39127,39127,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,mauritius,2015,Mauritius
374902,271958,70911,32033,0,0.96,0.04,Adolescents,mexico,2015,Mexico
375495,255217,120278,0,0,0.82,0.18,Data for development,mexico,2015,Mexico
13373,9150,4223,0,0,0.95,0.05,Gender equality and rights,mexico,2015,Mexico
631190,596690,34500,0,0,0.64,0.36,Integrated sexual and reproductive health,mexico,2015,Mexico
-12288,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,mexico,2015,Mexico
1259689,514046,614761,130883,0,0.31,0.69,Adolescents,mongolia,2015,Mongolia
