Total Spending,UNFPA,GOV,NGO,UN,Core Resources,Non-core Resources,Program,Country,Year,Country_Name
247825,247179,647,0,0,0.94,0.06,Population and development,armenia,2021,Armenia
153808,153808,0,0,0,1.0,0.0,Utilization of sexual and reproductive health services,armenia,2021,Armenia
40609,40609,0,0,0,1.0,0.0,Empowerment of young people,azerbaijan,2021,Azerbaijan
552320,552320,0,0,0,0.32,0.68,Gender equality and empowerment of women and girls,azerbaijan,2021,Azerbaijan
404333,400309,0,0,4024,0.44,0.56,Population and development,azerbaijan,2021,Azerbaijan
403150,403150,0,0,0,0.59,0.41,Utilization of sexual and reproductive health services,azerbaijan,2021,Azerbaijan
4985715,1612209,454757,2838749,80000,0.18,0.82,Empowerment of young people,bangladesh,2021,Bangladesh
11365522,4088906,148356,7128260,0,0.11,0.89,Gender equality and empowerment of women and girls,bangladesh,2021,Bangladesh
763193,484537,278656,0,0,0.92,0.08,Population and development,bangladesh,2021,Bangladesh
33369255,7752111,6450184,15446977,3719983,0.05,0.95,Utilization of sexual and reproductive health services,bangladesh,2021,Bangladesh
1361,1361,0,0,0,1.0,0.0,Empowerment of young people,belarus,2021,Belarus
805450,805450,0,0,0,0.3,0.7,Gender equality and empowerment of women and girls,belarus,2021,Belarus
213610,207118,6492,0,0,0.39,0.61,Population and development,belarus,2021,Belarus
131660,131660,0,0,0,0.76,0.24,Utilization of sexual and reproductive health services,belarus,2021,Belarus
1076359,254460,219242,602656,1,0.07,0.93,Empowerment of young people,benin,2021,Benin
838945,261131,437957,117875,21983,0.0,1.0,Gender equality and empowerment of women and girls,benin,2021,Benin
405031,235444,134700,34887,0,0.32,0.68,Population and development,benin,2021,Benin
4941590,3139158,934441,867991,0,0.3,0.7,Utilization of sexual and reproductive health services,benin,2021,Benin
282131,81436,122941,77754,0,1.0,0.0,Empowerment of young people,bhutan,2021,Bhutan
34060,8856,0,25205,0,1.0,0.0,Gender equality and empowerment of women and girls,bhutan,2021,Bhutan
270593,71295,199298,0,0,1.0,0.0,Utilization of sexual and reproductive health services,bhutan,2021,Bhutan
754569,651581,0,102988,0,0.38,0.62,Empowerment of young people,bolivia,2021,Bolivia (Plurinational State of)
736450,626005,0,110445,0,0.25,0.75,Gender equality and empowerment of women and girls,bolivia,2021,Bolivia (Plurinational State of)
575889,448605,127284,0,0,0.48,0.52,Population and development,bolivia,2021,Bolivia (Plurinational State of)
1095570,892039,0,203531,0,0.43,0.57,Utilization of sexual and reproductive health services,bolivia,2021,Bolivia (Plurinational State of)
464279,286932,0,177347,0,0.66,0.34,Empowerment of young people,bosnia-herzegovina,2021,Bosnia and Herzegovina
1101350,935759,0,23780,141812,0.15,0.85,Gender equality and empowerment of women and girls,bosnia-herzegovina,2021,Bosnia and Herzegovina
217646,217646,0,0,0,0.92,0.08,Population and development,bosnia-herzegovina,2021,Bosnia and Herzegovina
82421,82421,0,0,0,0.44,0.56,Utilization of sexual and reproductive health services,bosnia-herzegovina,2021,Bosnia and Herzegovina
522517,442521,0,79996,0,0.56,0.44,Empowerment of young people,botswana,2021,Botswana
6383,6383,0,0,0,0.72,0.28,Gender equality and empowerment of women and girls,botswana,2021,Botswana
14879,14879,0,0,0,0.9,0.1,Population and development,botswana,2021,Botswana
600211,586049,0,14162,0,0.42,0.58,Utilization of sexual and reproductive health services,botswana,2021,Botswana
284396,166279,0,0,118116,0.44,0.56,Empowerment of young people,brazil,2021,Brazil
411229,186116,0,0,225113,0.34,0.66,Gender equality and empowerment of women and girls,brazil,2021,Brazil
402678,271313,0,4964,126401,0.27,0.73,Population and development,brazil,2021,Brazil
1892529,997633,0,92249,802647,0.77,0.23,Utilization of sexual and reproductive health services,brazil,2021,Brazil
1584217,719046,387000,474335,3837,0.11,0.89,Empowerment of young people,burkina-faso,2021,Burkina Faso
2972375,1452031,669370,781856,69118,0.05,0.95,Gender equality and empowerment of women and girls,burkina-faso,2021,Burkina Faso
669929,653054,11866,5009,0,0.02,0.98,Population and development,burkina-faso,2021,Burkina Faso
7648948,3479864,3341727,827357,0,0.31,0.69,Utilization of sexual and reproductive health services,burkina-faso,2021,Burkina Faso
654146,629971,0,24175,0,0.51,0.49,Empowerment of young people,burundi,2021,Burundi
1283941,1064929,89938,129074,0,0.29,0.71,Gender equality and empowerment of women and girls,burundi,2021,Burundi
226504,226504,0,0,0,1.0,0.0,Population and development,burundi,2021,Burundi
1946411,1365078,581334,0,0,0.48,0.52,Utilization of sexual and reproductive health services,burundi,2021,Burundi
713256,713256,0,0,0,0.84,0.16,Utilization of sexual and reproductive health services,cabo-verde,2021,Cabo Verde
256790,218688,38102,0,0,0.88,0.12,Empowerment of young people,cambodia,2021,Cambodia
149092,98665,46107,0,4320,0.55,0.45,Gender equality and empowerment of women and girls,cambodia,2021,Cambodia
802135,354987,447148,0,0,0.23,0.77,Population and development,cambodia,2021,Cambodia
1401723,903842,273726,24155,200000,0.95,0.05,Utilization of sexual and reproductive health services,cambodia,2021,Cambodia
858931,483966,171916,203049,0,0.1,0.9,Empowerment of young people,cameroon,2021,Cameroon
2329410,1013655,54677,1261078,0,0.08,0.92,Gender equality and empowerment of women and girls,cameroon,2021,Cameroon
327993,120605,207387,0,0,1.0,0.0,Population and development,cameroon,2021,Cameroon
6919835,4576084,1681926,625708,36117,0.33,0.67,Utilization of sexual and reproductive health services,cameroon,2021,Cameroon
703935,540633,0,163302,0,0.52,0.48,Empowerment of young people,central-african-republic,2021,Central African Republic
1734831,1199236,0,535596,0,0.35,0.65,Gender equality and empowerment of women and girls,central-african-republic,2021,Central African Republic
6422,6422,0,0,0,1.0,0.0,Population and development,central-african-republic,2021,Central African Republic
2090350,1680022,182982,227346,0,0.55,0.45,Utilization of sexual and reproductive health services,central-african-republic,2021,Central African Republic
967902,756039,211864,0,0,0.47,0.53,Empowerment of young people,chad,2021,Chad
1010630,711717,86193,212720,0,0.66,0.34,Gender equality and empowerment of women and girls,chad,2021,Chad
580393,141458,398032,40902,0,0.45,0.55,Population and development,chad,2021,Chad
5558312,2847240,1395031,1316041,0,0.28,0.72,Utilization of sexual and reproductive health services,chad,2021,Chad
3595,3595,0,0,0,1.0,0.0,Empowerment of young people,chile,2021,Chile
143832,143832,0,0,0,1.0,0.0,Utilization of sexual and reproductive health services,chile,2021,Chile
827734,813398,14336,0,0,0.33,0.67,Empowerment of young people,china,2021,China
261126,261126,0,0,0,1.0,0.0,Gender equality and empowerment of women and girls,china,2021,China
2410,2410,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,china,2021,China
461984,461984,0,0,0,1.0,0.0,Population and development,china,2021,China
907811,819572,88239,0,0,0.74,0.26,Utilization of sexual and reproductive health services,china,2021,China
225218,225218,0,0,0,0.55,0.45,Empowerment of young people,colombia,2021,Colombia
1289933,985686,0,304247,0,0.19,0.81,Gender equality and empowerment of women and girls,colombia,2021,Colombia
584378,584378,0,0,0,0.74,0.26,Population and development,colombia,2021,Colombia
2449976,2061372,0,388604,0,0.46,0.54,Utilization of sexual and reproductive health services,colombia,2021,Colombia
24786,9472,15314,0,0,0.38,0.62,Empowerment of young people,comoros,2021,Comoros
286323,218803,67520,0,0,0.42,0.58,Gender equality and empowerment of women and girls,comoros,2021,Comoros
97374,85906,11467,0,0,1.0,0.0,Population and development,comoros,2021,Comoros
1068674,914906,127524,26245,0,0.75,0.25,Utilization of sexual and reproductive health services,comoros,2021,Comoros
105699,105699,0,0,0,0.91,0.09,Empowerment of young people,congo,2021,Congo
637598,637598,0,0,0,0.44,0.56,Gender equality and empowerment of women and girls,congo,2021,Congo
500905,470905,0,0,30000,0.9,0.1,Population and development,congo,2021,Congo
1088321,1055763,0,32559,0,0.39,0.61,Utilization of sexual and reproductive health services,congo,2021,Congo
29639,29639,0,0,0,0.0,1.0,Empowerment of young people,costa-rica,2021,Costa Rica
183110,155991,0,27120,0,0.43,0.57,Gender equality and empowerment of women and girls,costa-rica,2021,Costa Rica
151482,151482,0,0,0,0.87,0.13,Population and development,costa-rica,2021,Costa Rica
267373,267373,0,0,0,1.0,0.0,Utilization of sexual and reproductive health services,costa-rica,2021,Costa Rica
2140028,942869,665062,532119,0,0.18,0.82,Empowerment of young people,côte-divoire,2021,Côte d'Ivoire
1318679,745178,60016,513485,0,0.36,0.64,Gender equality and empowerment of women and girls,côte-divoire,2021,Côte d'Ivoire
5999,5999,0,0,0,0.22,0.78,Organizational effectiveness and efficiency,côte-divoire,2021,Côte d'Ivoire
702226,568555,107907,25765,0,0.47,0.53,Population and development,côte-divoire,2021,Côte d'Ivoire
5977607,4209809,655781,1112017,0,0.31,0.69,Utilization of sexual and reproductive health services,côte-divoire,2021,Côte d'Ivoire
91320,35948,45389,9983,0,0.72,0.28,Empowerment of young people,cuba,2021,Cuba
79255,67302,0,11953,0,0.81,0.19,Gender equality and empowerment of women and girls,cuba,2021,Cuba
320765,269418,51348,0,0,0.69,0.31,Population and development,cuba,2021,Cuba
242140,234139,8001,0,0,0.87,0.13,Utilization of sexual and reproductive health services,cuba,2021,Cuba
861466,301926,184339,375201,0,0.22,0.78,Empowerment of young people,democratic-republic-congo,2021,Democratic Republic of the Congo
6288917,2739764,1043540,2271416,234197,0.02,0.98,Gender equality and empowerment of women and girls,democratic-republic-congo,2021,Democratic Republic of the Congo
429846,429846,0,0,0,0.15,0.85,Population and development,democratic-republic-congo,2021,Democratic Republic of the Congo
19293070,15512402,997050,2783618,0,0.33,0.67,Utilization of sexual and reproductive health services,democratic-republic-congo,2021,Democratic Republic of the Congo
27466,22966,4500,0,0,0.17,0.83,Empowerment of young people,djibouti,2021,Djibouti
576154,329428,163727,82999,0,0.24,0.76,Gender equality and empowerment of women and girls,djibouti,2021,Djibouti
161768,124444,37324,0,0,0.67,0.33,Population and development,djibouti,2021,Djibouti
704043,312254,391789,0,0,0.49,0.51,Utilization of sexual and reproductive health services,djibouti,2021,Djibouti
60601,60601,0,0,0,0.73,0.27,Empowerment of young people,dominican-republic,2021,Dominican Republic
139843,139843,0,0,0,0.65,0.35,Gender equality and empowerment of women and girls,dominican-republic,2021,Dominican Republic
304003,237882,0,66121,0,0.62,0.38,Population and development,dominican-republic,2021,Dominican Republic
724066,626516,0,97550,0,0.69,0.31,Utilization of sexual and reproductive health services,dominican-republic,2021,Dominican Republic
52481,52481,0,0,0,0.17,0.83,Empowerment of young people,ecuador,2021,Ecuador
678658,517873,0,160785,0,0.4,0.6,Gender equality and empowerment of women and girls,ecuador,2021,Ecuador
197096,197096,0,0,0,0.75,0.25,Population and development,ecuador,2021,Ecuador
1331796,1331796,0,0,0,0.55,0.45,Utilization of sexual and reproductive health services,ecuador,2021,Ecuador
1629995,660701,23954,945340,0,0.15,0.85,Empowerment of young people,egypt,2021,Egypt
7126886,3398083,2066532,1612337,49935,0.12,0.88,Gender equality and empowerment of women and girls,egypt,2021,Egypt
88394,46514,31880,0,10000,0.51,0.49,Population and development,egypt,2021,Egypt
4527159,3168920,834377,520862,3000,0.1,0.9,Utilization of sexual and reproductive health services,egypt,2021,Egypt
641711,445954,0,195757,0,0.42,0.58,Empowerment of young people,el-salvador,2021,El Salvador
687860,497218,0,190643,0,0.25,0.75,Gender equality and empowerment of women and girls,el-salvador,2021,El Salvador
213477,213477,0,0,0,0.58,0.42,Population and development,el-salvador,2021,El Salvador
1103347,1071186,0,32162,0,0.28,0.72,Utilization of sexual and reproductive health services,el-salvador,2021,El Salvador
688837,688837,0,0,0,0.7,0.3,Empowerment of young people,equatorial-guinea,2021,Equatorial Guinea
36203,0,0,36203,0,0.0,1.0,Gender equality and empowerment of women and girls,equatorial-guinea,2021,Equatorial Guinea
55802,55802,0,0,0,0.0,1.0,Population and development,equatorial-guinea,2021,Equatorial Guinea
716420,699952,0,16468,0,0.0,1.0,Utilization of sexual and reproductive health services,equatorial-guinea,2021,Equatorial Guinea
49416,49416,0,0,0,1.0,0.0,Empowerment of young people,eritrea,2021,Eritrea
12550,12550,0,0,0,0.0,1.0,Gender equality and empowerment of women and girls,eritrea,2021,Eritrea
24804,24804,0,0,0,1.0,0.0,Population and development,eritrea,2021,Eritrea
1145833,1148833,0,0,0,0.94,0.06,Utilization of sexual and reproductive health services,eritrea,2021,Eritrea
164988,158374,0,6614,0,0.0,1.0,Empowerment of young people,eswatini,2021,Eswatini
172828,137403,0,35426,0,0.42,0.58,Gender equality and empowerment of women and girls,eswatini,2021,Eswatini
161253,161253,0,0,0,0.97,0.03,Population and development,eswatini,2021,Eswatini
910654,769857,0,140797,0,0.68,0.32,Utilization of sexual and reproductive health services,eswatini,2021,Eswatini
1982771,686894,429113,866764,0,0.16,0.84,Empowerment of young people,ethiopia,2021,Ethiopia
9800495,3518399,1826338,4455758,0,0.07,0.93,Gender equality and empowerment of women and girls,ethiopia,2021,Ethiopia
471756,356797,114959,0,0,0.94,0.06,Population and development,ethiopia,2021,Ethiopia
9122453,4780677,2837057,1466061,38658,0.42,0.58,Utilization of sexual and reproductive health services,ethiopia,2021,Ethiopia
594219,542601,21889,29729,0,0.53,0.47,Empowerment of young people,gabon,2021,Gabon
188149,121784,66365,0,0,0.22,0.78,Gender equality and empowerment of women and girls,gabon,2021,Gabon
37767,0,37767,0,0,1.0,0.0,Population and development,gabon,2021,Gabon
214017,197353,9228,7435,0,0.08,0.92,Utilization of sexual and reproductive health services,gabon,2021,Gabon
1001521,468822,372001,160698,0,0.21,0.79,Empowerment of young people,gambia,2021,Gambia
1362427,524176,90325,747926,0,0.13,0.87,Gender equality and empowerment of women and girls,gambia,2021,Gambia
16745,9400,7346,0,0,1.0,0.0,Population and development,gambia,2021,Gambia
997180,702758,209263,85159,0,0.48,0.52,Utilization of sexual and reproductive health services,gambia,2021,Gambia
898752,563869,15000,319883,0,0.17,0.83,Gender equality and empowerment of women and girls,georgia,2021,Georgia
69162,69162,0,0,0,1.0,0.0,Population and development,georgia,2021,Georgia
455793,331411,40008,84374,0,0.88,0.12,Utilization of sexual and reproductive health services,georgia,2021,Georgia
2093384,1094897,344684,653803,0,0.21,0.79,Empowerment of young people,ghana,2021,Ghana
1641642,1133282,299283,209078,0,0.19,0.81,Gender equality and empowerment of women and girls,ghana,2021,Ghana
592101,592101,0,0,0,0.89,0.11,Population and development,ghana,2021,Ghana
2820772,2328885,429878,62009,0,0.55,0.45,Utilization of sexual and reproductive health services,ghana,2021,Ghana
352779,226108,19956,106715,0,0.75,0.25,Empowerment of young people,guatemala,2021,Guatemala
222704,200362,0,22342,0,0.98,0.02,Gender equality and empowerment of women and girls,guatemala,2021,Guatemala
463227,447862,15365,0,0,0.6,0.4,Population and development,guatemala,2021,Guatemala
2258590,2132315,0,126275,0,0.29,0.71,Utilization of sexual and reproductive health services,guatemala,2021,Guatemala
619976,326801,182421,110754,0,0.32,0.68,Empowerment of young people,guinea,2021,Guinea
689205,279008,410197,0,0,0.34,0.66,Gender equality and empowerment of women and girls,guinea,2021,Guinea
525046,516475,0,8571,0,1.0,0.0,Population and development,guinea,2021,Guinea
5718128,3974046,1271995,472087,0,0.28,0.72,Utilization of sexual and reproductive health services,guinea,2021,Guinea
265891,196421,47109,22360,0,0.38,0.62,Empowerment of young people,guinea-bissau,2021,Guinea-Bissau
329247,122336,70467,136444,0,0.03,0.97,Gender equality and empowerment of women and girls,guinea-bissau,2021,Guinea-Bissau
463471,419657,41731,2083,0,0.77,0.23,Population and development,guinea-bissau,2021,Guinea-Bissau
1194485,1036067,86708,71710,0,0.52,0.48,Utilization of sexual and reproductive health services,guinea-bissau,2021,Guinea-Bissau
402163,167109,0,235054,0,0.38,0.62,Empowerment of young people,haiti,2021,Haiti
969833,208149,9188,752497,0,0.07,0.93,Gender equality and empowerment of women and girls,haiti,2021,Haiti
1634426,807797,646356,48804,131469,0.08,0.92,Population and development,haiti,2021,Haiti
8546016,4587489,1389621,2569067,0,0.2,0.8,Utilization of sexual and reproductive health services,haiti,2021,Haiti
569782,569782,0,0,0,0.37,0.63,Empowerment of young people,honduras,2021,Honduras
1082307,843593,0,238714,0,0.19,0.81,Gender equality and empowerment of women and girls,honduras,2021,Honduras
186965,149568,37397,0,0,0.69,0.31,Population and development,honduras,2021,Honduras
2042985,1867727,0,175258,0,0.21,0.79,Utilization of sexual and reproductive health services,honduras,2021,Honduras
3318280,1567985,519803,1223631,6863,0.49,0.51,Empowerment of young people,india,2021,India
931585,262450,0,669135,0,0.15,0.85,Gender equality and empowerment of women and girls,india,2021,India
395659,356634,39025,0,0,0.93,0.07,Population and development,india,2021,India
4264712,3052469,190883,1021360,0,0.85,0.15,Utilization of sexual and reproductive health services,india,2021,India
734147,419802,120075,194270,0,0.52,0.48,Empowerment of young people,indonesia,2021,Indonesia
1474025,640805,509286,323934,0,0.31,0.69,Gender equality and empowerment of women and girls,indonesia,2021,Indonesia
1071242,391284,468839,211119,0,0.89,0.11,Population and development,indonesia,2021,Indonesia
3829926,1224103,548818,2057004,0,0.3,0.7,Utilization of sexual and reproductive health services,indonesia,2021,Indonesia
389436,79327,310109,0,0,0.95,0.05,Gender equality and empowerment of women and girls,iran,2021,Iran (Islamic Republic of)
2309347,931992,1377355,0,0,0.2,0.8,Population and development,iran,2021,Iran (Islamic Republic of)
1356987,1225672,131315,0,0,0.43,0.57,Utilization of sexual and reproductive health services,iran,2021,Iran (Islamic Republic of)
2002062,581224,194294,1226544,0,0.36,0.64,Empowerment of young people,iraq,2021,Iraq
11523057,3135160,647221,7740677,0,0.03,0.97,Gender equality and empowerment of women and girls,iraq,2021,Iraq
1230694,525362,178900,414632,111800,0.39,0.61,Population and development,iraq,2021,Iraq
10112647,2701536,261840,7149271,0,0.05,0.95,Utilization of sexual and reproductive health services,iraq,2021,Iraq
985870,311747,13717,660405,0,0.14,0.86,Empowerment of young people,jordan,2021,Jordan
3962073,1323244,6469,2632360,0,0.04,0.96,Gender equality and empowerment of women and girls,jordan,2021,Jordan
280982,184083,85545,11355,0,0.85,0.15,Population and development,jordan,2021,Jordan
5887697,2124414,82128,3681155,0,0.05,0.95,Utilization of sexual and reproductive health services,jordan,2021,Jordan
114234,17824,20805,75605,0,0.46,0.54,Empowerment of young people,kazakhstan,2021,Kazakhstan
597006,274130,0,322877,0,0.42,0.58,Gender equality and empowerment of women and girls,kazakhstan,2021,Kazakhstan
62685,62685,0,0,0,0.98,0.02,Population and development,kazakhstan,2021,Kazakhstan
498853,304700,11198,182956,0,0.46,0.54,Utilization of sexual and reproductive health services,kazakhstan,2021,Kazakhstan
582029,246914,43799,291316,0,0.58,0.42,Empowerment of young people,kenya,2021,Kenya
2483196,927385,307805,1248007,0,0.15,0.85,Gender equality and empowerment of women and girls,kenya,2021,Kenya
857083,617423,239661,0,0,1.0,0.0,Population and development,kenya,2021,Kenya
2939628,1892332,207550,799746,40000,0.63,0.37,Utilization of sexual and reproductive health services,kenya,2021,Kenya
847654,304559,0,543095,0,0.32,0.68,Gender equality and empowerment of women and girls,kyrgyzstan,2021,Kyrgyzstan
279779,242963,15418,21399,0,0.49,0.51,Population and development,kyrgyzstan,2021,Kyrgyzstan
902783,554327,0,348456,0,0.75,0.25,Utilization of sexual and reproductive health services,kyrgyzstan,2021,Kyrgyzstan
700926,458041,242885,0,0,0.41,0.59,Empowerment of young people,lao-peoples-democratic-republic,2021,Lao People's Democratic Republic
430217,293097,137120,0,0,0.56,0.44,Gender equality and empowerment of women and girls,lao-peoples-democratic-republic,2021,Lao People's Democratic Republic
287968,234238,53729,0,0,1.0,0.0,Population and development,lao-peoples-democratic-republic,2021,Lao People's Democratic Republic
1286419,590642,635012,60765,0,0.25,0.75,Utilization of sexual and reproductive health services,lao-peoples-democratic-republic,2021,Lao People's Democratic Republic
98648,98648,0,0,0,0.98,0.02,Empowerment of young people,lebanon,2021,Lebanon
2768845,1817378,16750,934717,0,0.17,0.83,Gender equality and empowerment of women and girls,lebanon,2021,Lebanon
123773,123773,0,0,0,0.54,0.46,Population and development,lebanon,2021,Lebanon
3633340,2594235,0,1039105,0,0.13,0.87,Utilization of sexual and reproductive health services,lebanon,2021,Lebanon
166369,69429,58669,38270,0,0.42,0.58,Empowerment of young people,lesotho,2021,Lesotho
182796,90652,0,92144,0,0.89,0.11,Gender equality and empowerment of women and girls,lesotho,2021,Lesotho
29,29,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,lesotho,2021,Lesotho
35914,35914,0,0,0,1.0,0.0,Population and development,lesotho,2021,Lesotho
1048065,672867,276972,98225,0,0.49,0.51,Utilization of sexual and reproductive health services,lesotho,2021,Lesotho
520938,1553,209721,309664,0,0.18,0.82,Empowerment of young people,liberia,2021,Liberia
1496246,566587,252705,676953,0,0.06,0.94,Gender equality and empowerment of women and girls,liberia,2021,Liberia
2589450,2293989,295461,0,0,0.15,0.85,Population and development,liberia,2021,Liberia
3246967,1692419,510238,1044310,0,0.19,0.81,Utilization of sexual and reproductive health services,liberia,2021,Liberia
662855,145445,0,517410,0,0.12,0.88,Empowerment of young people,libya,2021,Libya
2716465,1586693,0,1103746,26026,0.22,0.78,Gender equality and empowerment of women and girls,libya,2021,Libya
31518,31518,0,0,0,1.0,0.0,Population and development,libya,2021,Libya
2594101,1556007,0,1038094,0,0.22,0.78,Utilization of sexual and reproductive health services,libya,2021,Libya
1041644,403880,212516,425248,0,0.25,0.75,Empowerment of young people,madagascar,2021,Madagascar
1388213,888977,357475,141761,0,0.26,0.74,Gender equality and empowerment of women and girls,madagascar,2021,Madagascar
603754,233686,370068,0,0,0.9,0.1,Population and development,madagascar,2021,Madagascar
4834241,3197999,974165,329344,332733,0.58,0.42,Utilization of sexual and reproductive health services,madagascar,2021,Madagascar
2313496,1462698,429194,421604,0,0.17,0.83,Empowerment of young people,malawi,2021,Malawi
3225866,1443101,174484,1608281,0,0.08,0.92,Gender equality and empowerment of women and girls,malawi,2021,Malawi
1207507,811699,395808,0,0,0.18,0.82,Population and development,malawi,2021,Malawi
9410318,7484598,1024836,900884,0,0.18,0.82,Utilization of sexual and reproductive health services,malawi,2021,Malawi
28894,11685,0,0,17209,1.0,0.0,Gender equality and empowerment of women and girls,malaysia,2021,Malaysia
157553,157553,0,0,0,1.0,0.0,Population and development,malaysia,2021,Malaysia
236060,188478,0,0,47582,1.0,0.0,Utilization of sexual and reproductive health services,malaysia,2021,Malaysia
124365,120464,0,3902,0,1.0,0.0,Empowerment of young people,maldives,2021,Maldives
71189,71159,0,31,0,0.73,0.27,Gender equality and empowerment of women and girls,maldives,2021,Maldives
5427,5427,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,maldives,2021,Maldives
141022,141022,0,0,0,0.54,0.46,Population and development,maldives,2021,Maldives
258945,258945,0,0,0,0.27,0.73,Utilization of sexual and reproductive health services,maldives,2021,Maldives
1010220,602084,180709,227427,0,0.42,0.58,Empowerment of young people,mali,2021,Mali
5836610,3669922,346047,1820641,0,0.16,0.84,Gender equality and empowerment of women and girls,mali,2021,Mali
3062061,1963961,1098100,0,0,0.2,0.8,Population and development,mali,2021,Mali
7703266,4478360,1154516,2070389,0,0.1,0.9,Utilization of sexual and reproductive health services,mali,2021,Mali
89656,31034,58621,0,0,0.48,0.52,Empowerment of young people,mauritania,2021,Mauritania
379381,210388,53692,115300,0,0.0,1.0,Gender equality and empowerment of women and girls,mauritania,2021,Mauritania
302556,302309,247,0,0,1.0,-0.0,Population and development,mauritania,2021,Mauritania
1493122,1262617,112009,118495,0,0.62,0.38,Utilization of sexual and reproductive health services,mauritania,2021,Mauritania
158837,0,158837,0,0,0.39,0.61,Empowerment of young people,mauritius,2021,Mauritius
38619,0,20097,0,18522,1.0,0.0,Gender equality and empowerment of women and girls,mauritius,2021,Mauritius
26488,24928,1560,0,0,0.94,0.06,Population and development,mauritius,2021,Mauritius
36088,0,36088,0,0,0.69,0.31,Utilization of sexual and reproductive health services,mauritius,2021,Mauritius
447842,412337,35504,0,0,0.81,0.19,Empowerment of young people,mexico,2021,Mexico
1487098,905049,78807,255896,247347,0.13,0.87,Gender equality and empowerment of women and girls,mexico,2021,Mexico
436728,311510,125218,0,0,0.69,0.31,Population and development,mexico,2021,Mexico
2574762,1571954,693559,309249,0,0.2,0.8,Utilization of sexual and reproductive health services,mexico,2021,Mexico
725849,400232,173097,89673,62847,0.28,0.72,Empowerment of young people,mongolia,2021,Mongolia
1030708,507962,466235,56511,0,0.39,0.61,Gender equality and empowerment of women and girls,mongolia,2021,Mongolia
1273305,1027653,180106,0,65546,0.25,0.75,Utilization of sexual and reproductive health services,mongolia,2021,Mongolia
611146,371218,153927,86002,0,0.55,0.45,Empowerment of young people,morocco,2021,Morocco
552920,399781,79240,73899,0,0.39,0.61,Gender equality and empowerment of women and girls,morocco,2021,Morocco
377576,303833,33743,0,40000,0.91,0.09,Population and development,morocco,2021,Morocco
683910,492593,121244,70073,0,0.43,0.57,Utilization of sexual and reproductive health services,morocco,2021,Morocco
3724937,402149,603788,2719001,0,0.04,0.96,Empowerment of young people,mozambique,2021,Mozambique
3808479,1653569,705483,1431916,17512,0.09,0.91,Gender equality and empowerment of women and girls,mozambique,2021,Mozambique
35778,35778,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,mozambique,2021,Mozambique
1696672,698106,991550,7016,0,0.18,0.82,Population and development,mozambique,2021,Mozambique
13573903,9686991,2125570,1741638,19703,0.22,0.78,Utilization of sexual and reproductive health services,mozambique,2021,Mozambique
907117,313817,916,592384,0,0.01,0.99,Empowerment of young people,myanmar,2021,Myanmar
9011621,4852137,0,4011809,147675,0.07,0.93,Gender equality and empowerment of women and girls,myanmar,2021,Myanmar
101690,99714,0,1976,0,1.0,0.0,Population and development,myanmar,2021,Myanmar
