Country,OrgName,OrgType,Description,Amount
Palestine,Save Youth Future Society,NGO,Adolescents and Youth Towards High Quality Education in Gaza Strip,"239,456.03"
Palestine,Burj AlLuqluq Social Center Society,NGO,Adolescents and Youth Sexual and Reproductive Health and Rights,"198,561.10"
Palestine,Juzoor for Health and Social Development,NGO,"SRH, Youth and GBV","113,059.96"
Palestine,Young Women's Christian Association - Palestine,NGO,Women Leadership and Empowerment,"163,373.48"
Palestine,Lutheran World Federation,NGO,Provide Breast Cancer Screening Services,"260,198.76"
Palestine,Palestinian Counseling Center,NGO,Life Saving Response Annual Work Plan 2023,"239,279.94"
Palestine,Al Awda Health and Community Association,NGO,"Strengthened capacity of non-governmental organizations to provide high-quality services for sexual and reproductive health, with a focus on those furthest left behind first, including in humanitarian","93,284.23"
Somalia,Ministry of Health Puntland,Government,"Work Plan Between MoH and UNFPA, Revised 11 Dec 2023","1,126,020.00"
Somalia,"Ministry of Employment, Social Affairs and Family, Somaliland",Government,2023 Gender WP for MESAF(REVISED_20 Dec 2023),"124,500.00"
Somalia,"Ministry of Planning, Economic Development and International Cooperation, Puntland",Government,PGS003 MOPIC Q3 WP 02.12.2023,"103,690.06"
Somalia,Ministry of Women Development and Family Affairs,Government,MOWDFADA PGS004 WP 14-Dec-2023,"115,418.00"
Somalia,"Ministry of Youth, Puntland",Government,MOYS WP PGS007 09 Dec-2023,"144,710.00"
Somalia,"Ministry of Health Development, Somaliland",Government,Work Plan- Ministry of Health Development 2023 (Revised on 7th August 2023),"1,024,216.24"
Somalia,Ministry of Women & Human Rights Development,Government,"2023 AWP with Ministry of Women and Human Rights Development, FGS","321,500.00"
Somalia,Ministry of Youth and Sports,Government,Revised WP MOYS FGS Q3 2023,"339,930.00"
Somalia,Somaliland Ministry of Youth & Sport,Government,Work Plan between UNFPA and MOYS -Somaliland 2023 (Revised on 18th Dec 2023),"138,150.01"
Somalia,"Ministry of Justice, Constitution, Religious Affairs and Rehabilitation, Puntland",Government,PGS015 Revised WP 08 December 2023,"76,000.00"
Somalia,Somalia National Bureau of Statistics,Government,SNBS Q3 Workplan 11.12.2023,"635,747.12"
Somalia,Bureau of Forensic Science,Government,Bureau of Forensic Science WP 28 DEC 2023,"80,000.00"
Somalia,Somali Disaster Management Agecy,Government,2023 Annual WP for Somali Disaster Management Agency,"126,000.00"
Somalia,Somaliland Nursing and Midwifery Association,NGO,Work Plan Between UNFPA and Somaliland Nursing and Midwifery Association (SLNMA)- Revised 13th August 2023,"769,687.31"
Somalia,Salama Medical Agency,NGO,2023 Annual Work Plan: SRH/GBV,"339,127.00"
Somalia,Human Development Concern,NGO,2023 - Annual Workplan of Human Development Concern,"851,293.03"
Somalia,Somaliland National Youth Peer Education Network,NGO,SL Y-PEER WP for 2023 (Revised on 19th Dec 2023),"62,456.13"
Somalia,Action for Relief and Development,NGO,2023 Annual Workplan of ARD,"227,540.70"
Somalia,Somali Birth Attendant Cooperative Organization,NGO,2023 Annual Work Plan for SBACO,"1,054,852.35"
Somalia,Organization for Somalis’ Protection and Development (OSPAD),NGO,2023 OSPAD Annual Workplan,"501,542.00"
Somalia,African Network for the Prevention and Protection against Child Abuse and Neglect (ANPPCAN) - Somalia,NGO,2023 WP African Network for Prevention and Protection Against Child Abuse and Neglect Work Plan,"250,409.93"
Somalia,Somali Red Crescent Society,NGO,SRCS WP 11 Dec 2023,"70,152.87"
Somalia,Puntland Youth Peer Education Network,NGO,Y-Peer Revised WP - 09-Dec-2023,"935,121.50"
Somalia,Timely Integrated Development Services,NGO,Revised TIDES WP 27 April 2023,"136,485.00"
Somalia,Physicians Across Continents,NGO,2023 Annual Workplan PAC,"1,159,250.60"
Somalia,Socio-Economic Development and Human Rights Organization (SEDHURO),NGO,SEDHURO Annual WP 2023,"204,000.75"
Somalia,Somali Lifeline Organization,NGO,2023 Work Plan between UNFPA Somalia and Somali Lifeline Organization,"726,823.91"
Somalia,Mercy-USA for Aid and Development,NGO,2023 Work Plan between UNFPA Somalia and Mercy USA,"480,785.66"
Somalia,Rural Education and Agriculture Development Organization,NGO,2023 Annual Work Plan: Rural Education and Agriculture Development Organization READO,"1,306,475.29"
Somalia,Terre Solidali Onlus,NGO,2023 Annual Workplan Terre Solidali Onlus,"1,237,341.00"
Somalia,iRise Hub Limited,NGO,Annual Work Plan between UNFPA and iRise Hub,"1,219,517.27"
Somalia,Save the Children International,NGO,2023 Annual Workplan of Save the Children,"152,799.38"
Somalia,New Ways Organization,NGO,2023 Annual Workplan of New Ways Organization,"302,400.00"
Somalia,Shaqodoon Organization,NGO,Work Plan Between UNFPA and Shaqodoon Organization PN7329 - 2023 (Revised on 24th Dec 2023),"719,143.00"
Somalia,Canadian Association of Midwives,NGO,2023 Workplan between UNFPA Somalia and the Canadian Association of Midwives,"538,938.31"
Somalia,Action in Semi-Arid Lands,NGO,PN7390 Revised WP 9 DEC 2023,"78,750.00"
Somalia,Ifrah Foundation,NGO,Ifrah Foundation Annual Work plan 2023,"237,049.64"
Somalia,Taakulo Community Development Volunteers,NGO,Taakulo WP 11 DEC 2023,"424,846.50"
Somalia,National Union of Somali Journalists,NGO,2023 AWP for National Union of Somali Journalist (NUSOJ),"803,961.09"
Somalia,Northern Frontier Youth League,NGO,Annual Work Plan between UNFPA and NOFYL 2023,"1,060,661.45"
Somalia,SOS Children's Villages Somalia,NGO,SOS Children’s Villages Somalia Annual WP 2023,"110,014.50"
Somalia,Women's Action for Advocacy and Progress Organization,NGO,WP between UNFPA and Women’s Action for Advocacy (Revised_19 Dec 2023),"79,850.00"
Somalia,NAGAAD Network,NGO,2023 Gender Workplan between NAGAAD and UNFPA(Revised_20 Dec 2023),"267,609.75"
Somalia,Somali Midwives Association,NGO,2023 Workplan between UNFPA Somalia and Somali Midwives Association (SOMA),"94,781.81"
Somalia,UN Office for Project Services (UNOPS),UN,UNOPS Services,"943,651.04"
Sudan,Federal Ministry of Health,Government,FMoH / NRHP & UNFPA Work Plan 2023,"123,970.63"
Sudan,Kassala State Ministry of Health,Government,Kassala SMoH and UNFPA Joint Work Plan 2023,"228,194.76"
Sudan,Blue Nile State Ministry of Health,Government,Strengthening the Capacity of the BN SMoH to Ensure Access to High Quality SRH Services and Strengthened capacity of government and civil society institutions to prevent and respond to gender-based violence,"159,272.90"
Sudan,"University of Gadaref, Faculty of Community Development",Government,University of Gadaref / FCDWS Annual work Plan 2023,"119,169.40"
Sudan,Ministry of Social Welfare Blue Nile,Government,Ministry of Social Welfare Blue Nile-WP 2023,"63,635.60"
Sudan,Red Sea State Ministry of Health and Social Development,Government,Red Sea SMOH and UNFPA Joint Work Plan 2023,"103,022.00"
Sudan,National Medical Supplies Fund,Government,The National Medical Supplies Fund and UNFPA Joint Work Plan 2023,"50,494.07"
Sudan,University of Kurdufan,Government,University of Kurdufan – Community College and UNFPA Joint Work Plan 2023,"103,886.16"
Sudan,CAFA Development Organization,NGO,UNFPA - CAFA HQ_2023 WP,"2,189,369.69"
Sudan,Sudanese PLHA Care Association,NGO,SPCA - 2023 AWP-PN5799,"186,342.38"
Sudan,Sudanese Red Crescent Society,NGO,UNFPA - SRCS HQ_2023 WP,"834,163.79"
Sudan,Sudanese Family Planning Association - North Darfur,NGO,UNFPA - SFPA /ND 2023 WP,"65,852.28"
Sudan,Sudanese Family Planning Association - Red Sea,NGO,UNFPA - SFPA / RS 2023 WP-PN5988,"140,469.37"
Sudan,Global Aid Hand,NGO,Global Aid Hand and UNFPA 2023 Work plan,"1,294,720.85"
Sudan,Patients Helping Fund,NGO,Provision of comprehensive maternal and neonatal health services,"65,735.48"
Sudan,National Initiatives Development Organization (NIDO),NGO,Work Plan with NIDO -PN6228- NYALA 2023,"146,572.19"
Sudan,Child Development Foundation (CDF),NGO,Work Plan with CDF-West Darfur State 2023,"1,403,311.05"
Sudan,Human Appeal International,NGO,HAI and UNFPA joint Work Plan 2023,"263,646.72"
Sudan,Nada Elzhar Organization for Disaster Prevention and Sustainable Development,NGO,Work plan 2023,"230,422.61"
Sudan,Norwegian Church Aid - Sudan,NGO,Norwegian Church Aid and UNFPA 2023 Work plan,"128,914.19"
Sudan,Alight,NGO,Alight and UNFPA joint workplan 2023,"512,606.79"
Sudan,International Organization for Migration,UN,UNFPA Sudan CO work plan 2022/ Organization for Migration,"70,000.00"
Syrian Arab Republic,Syrian Family Planning Association,NGO,Integrated PHC with Focus on RH / GBV and Youth Services,"2,376,217.74"
Syrian Arab Republic,Syrian Arab Red Crescent,NGO,Integrated PHC with Focus on RH / GBV and Youth Services,"1,277,431.21"
Syrian Arab Republic,Aga Khan Foundation (AKF),NGO,Integrated PHC with Focus on RH Services,"388,650.38"
Syrian Arab Republic,Al Bir & Social Welfare Hama,NGO,Integrated PHC with Focus on RH Services,"114,653.57"
Syrian Arab Republic,Pan Armenian Charity Association,NGO,Integrated PHC with Focus on RH Services,"122,610.53"
Syrian Arab Republic,Nour Foundation for Relief and Development,NGO,NFRD GBV comprehensive Services and Youth Resilience,"973,660.57"
Syrian Arab Republic,Social Care Association / Altamayouz for Orphan Sponsorship,NGO,Altamayouz GBV comprehensive services,"373,007.84"
Syrian Arab Republic,Syrian Society for Social Development,NGO,SSSD GBV comprehensive Services,"844,117.19"
Syrian Arab Republic,Greek Orthodox Patriarchate of Antioch and All East - GOPA DERD,NGO,Enhancing Youth Resilience and Livelihood,"608,959.63"
Syrian Arab Republic,Al Yamama Charity Association,NGO,Integrated PHC with Focus on RH Services,"1,619,239.17"
Syrian Arab Republic,Al Ihsan Charity and Development,NGO,Integrated PHC with Focus on RH / GBV Services,"714,300.50"
Syrian Arab Republic,Palestine Red Crescent Society,NGO,Integrated PHC with Focus on RH / GBV Services,"284,152.38"
Syrian Arab Republic,Circassian Charity Association,NGO,Integrated PHC with Focus on RH Services,"100,258.94"
Syrian Arab Republic,Ghirass Association for Development,NGO,Integrated PHC with Focus on RH and Youth Services,"55,011.39"
Syrian Arab Republic,Mosaic for Human Relief & Development,NGO,Integrated PHC with Focus on RH and Youth Services,"275,093.00"
Syrian Arab Republic,Al Sham Association for Health,NGO,Integrated PHC with Focus on SRH/GBV,"114,832.70"
Syrian Arab Republic,Amelioration of Sanitary and Social Level Society,NGO,Integrated PHC with Focus on SRH /GBV,"141,382.11"
Syrian Arab Republic,Institut Europeen de Cooperation et de Developpement,NGO,Enhancing Youth Resilience and Livelihood,"206,393.62"
Syrian Arab Republic,Syrian Youth Council,NGO,Integrated PHC with Focus on RH / GBV Services,"379,862.30"
Syrian Arab Republic,Sanad Youth for Development Foundation,NGO,"Enhance young people resilience, employability skills and access to livelihood","359,062.82"
Syrian Arab Republic,Youth Charity,NGO,GBV comprehensive Services,"213,760.53"
Syrian Arab Republic,Associazione Differenza Donna,NGO,Support to the Family Protection Unit (FPU) in Rural Damascus,"69,385.39"
Syrian Arab Republic,World Food Programme (WFP),UN,E-Voucher Programme with WFP,"182,356.24"
Syrian Arab Republic,United Nations Development Programme (UNDP),UN,Rehabilitation of Health Facilities and Social Services in 3 Governarates,"1,487,943.15"
Tunisia,Association Tunisiennes des Femmes Démocrates,NGO,Plan de travail ATFD - UNFPA 2023,"54,720.64"
Tunisia,Association de Développement Gafsa Sud,NGO,PTA ADGS - UNFPA 2023,"59,636.86"
Tunisia,Tunisian Association for Management and Social Stability,NGO,Plan d'action UNFPA - TAMSS 2023,"89,395.75"
Republic of Yemen,National Population Council/TS,Government,Data Access and Utilization,"55,809.98"
Republic of Yemen,Human Access for Partnership and Development,NGO,Providing of RH Services for Conflict affected Areas and Provision of Human Right-based Protection Services and Livelihood Support to GBV Survivors and Women and Girls at risk,"2,177,278.47"
Republic of Yemen,Yemen Family Care Association,NGO,RH Support maternal health,"1,162,544.04"
Republic of Yemen,Yemeni Women's Union,NGO,Responses to GBV expended and improved,"3,742,744.26"
Republic of Yemen,Youth Without Borders Organization for Development,NGO,Youth Empowerment and Capacity Building,"285,594.72"
Republic of Yemen,Field Medical Foundation,NGO,Towards Reproductive Maternal Health Services in Yemen,"998,982.45"
Republic of Yemen,CARE International in Yemen,NGO,Advancing Rapid Response Mechanism in Yemen,"134,729.51"
Republic of Yemen,Family Counsel Develop Foundation,NGO,Reducing and mitigating psychological effects of GBV survivors in Yemen,"263,887.14"
Republic of Yemen,Relief International UK,NGO,Providing of RH/GBV Services for Conflict affected Areas,"1,047,094.97"
Republic of Yemen,Building Foundation for Development,NGO,Providing of RH/RRM Services for Conflict affected Areas,"3,690,398.75"
Republic of Yemen,Deem For Development Organization,NGO,Advancing RH/RRM/GBV/ PD Services in Conflict Affected Areas in Yemen,"4,277,019.96"
Republic of Yemen,Yemen Alkhair Relief Development Foundation,NGO,Advancing Rapid Response Mechanism in Yemen,"362,404.98"
Republic of Yemen,Vision Hope International,NGO,Advancing Rapid Response Mechanism in Yemen,"95,396.48"
Republic of Yemen,Norwegian Refugee Council Yemen,NGO,Advancing Rapid Response Mechanism in Yemen,"289,512.54"
Republic of Yemen,Qatar Red Crescent Society,NGO,Enhancing Access to Reproductive Health services for Vulnerable people,"1,038,046.49"
Republic of Yemen,Marie Stopes International Yemen,NGO,UNFPA Midwife Programme with MSI Yemen,"439,146.46"
Republic of Yemen,Yemen Red Crescent Society,NGO,Capacity building training and rescue equipment for the civil defence authority,"121,569.54"
Republic of Yemen,World Food Programme (WFP),UN,RRM Response to flood affected community,"228,000.00"
Republic of Yemen,Norwegian Refugee Council-ACAPS,NGO,Promoting Comprehensive Analysis and Data Generation for UNFPA Protection and Gender-Based Violence Interventions,"330,082.23"
Asia & Pacific Regional Office,"Women's Learning Partnership for Rights, Development, and Peace",NGO,WLP: Value-based dialogues programming in Asia-Pacific region,"110,047.70"
Asia & Pacific Regional Office,University of Melbourne,NGO,Strengthen Regional and National Capacities to Measure Violence against Women in Asia and the Pacific,"430,941.60"
Asia & Pacific Regional Office,JHPIEGO Corporation USA,NGO,MPDSR Capacity Building,"87,675.78"
Asia & Pacific Regional Office,YouthLEAD (Leadership Education Advocacy Development),NGO,"YouthLead - Asia Pacific Regional Youth Initiatives on ICPD30, Mental Health, CSE and SRHR","54,027.76"
Asia & Pacific Regional Office,The Macfarlane Burnet Institute for Medical Research and Public Health Ltd,NGO,"Burnet Institute - Maternal, Reproductive and Adolescent Health Research and Analysis","316,927.50"
Asia & Pacific Regional Office,Society for Health Information Systems Programmes,NGO,"HISP India - HMIS Analysis and Capacity Building Project, 2023","86,024.40"
Pacific Sub-Regional Office,"Ministry of Health and Medical Services, Fiji",Government,Workplan between UNFPA Pacific SRO and Fiji Ministry of Health and Medical Services - 2023,"186,809.48"
Pacific Sub-Regional Office,"Ministry of Youth and Sports, Fiji",Government,Work plan between UNFPA Pacific SRO and Fiji Ministry of Youth and Sports - 2023,"80,721.91"
Pacific Sub-Regional Office,"Ministry of Health and Medical Services, Kiribati",Government,Work plan between UNFPA Pacific SRO and Kiribati Ministry of Health and Medical Services - 2023,"70,234.74"
Pacific Sub-Regional Office,"Ministry of Education, Kiribati",Government,Work plan between UNFPA Pacific SRO and Kiribati Ministry of Education - 2023,"59,698.05"
Pacific Sub-Regional Office,"Ministry of Health, Tonga",Government,Work plan between UNFPA Pacific SRO and Tonga Ministry of Health - 2023,"108,360.68"
Pacific Sub-Regional Office,"Ministry of Finance (Aid Coordination Unit), Samoa",Government,Work plan between UNFPA Pacific SRO and Samoa Ministry of Finance (Aid Coordination Unit) - 2023,"247,906.45"
Pacific Sub-Regional Office,JSI Research and Training Institute,NGO,Work plan between UNFPA Pacific SRO and JSI Research and Training Institute - 2023,"416,597.54"
Pacific Sub-Regional Office,International Planned Parenthood Federation - Sub Regional Office for the Pacific,NGO,Work plan between UNFPA Pacific SRO and International Planned Parenthood Federation - Sub Regional Office for the Pacific - 2023,"59,597.67"
Pacific Sub-Regional Office,Women Enabled International,NGO,Work plan between UNFPA Pacific SRO and Women Enabled International - 2023,"261,796.44"
Pacific Sub-Regional Office,Burnet Institute,NGO,Workplan Between UNFPA Pacific SRO and Burnet Institute - 2023,"226,262.83"
Pacific Sub-Regional Office,Family Planning New South Wales,NGO,Workplan Between UNFPA Pacific SRO and Family Planning New South Wales - 2023,"625,232.14"
Pacific Sub-Regional Office,CARE International in Vanuatu,NGO,Workplan Between UNFPA Pacific SRO and CARE International in Vanuatu - 2023,"185,366.79"
Afghanistan,Afghan Family Guidance Association - AFGA,NGO,Family Planning and Reproductive Health program,"4,251,859.35"
Afghanistan,Agency for Assistance & Development of Afghanistan,NGO,Increasing Access to RMNCAH Services and PSS Services,"7,106,467.63"
Afghanistan,Care of Afghan Families,NGO,Strengthening the delivery of essential RMNCAH services in Samangan province,"165,757.45"
Afghanistan,Move Welfare Organization,NGO,"Provide RMNCAH and PSS Services through FHHs, MHTs and WFHS","4,533,841.66"
Afghanistan,International Medical Corps UK,NGO,Health Sector Response to Psychosocial Support (PSS) & Increasing Access to RMNCAH Services,"2,864,122.11"
Afghanistan,"HEWAD Reconstruction, Health and Humanitarian Assistance Committee",NGO,Increasing Access to Health Sector Response to PSS to increase community wellbeing.,"4,769,595.96"
Afghanistan,Health Net TPO,NGO,Health Sector Response to PSS & increasing Access to RMNCAH Services,"3,438,645.36"
Afghanistan,Afghan Midwives Association,NGO,Strengthening Midwifery Improvement Program,"241,858.31"
Afghanistan,Bu Ali Rehabilitation and Aid Network,NGO,"Increased access to RMNCAH & PSS Services in Kandahar, Helmand and Nimroz Provinces","2,059,549.48"
Afghanistan,Organization for Health Promotion and Management,NGO,"Provide RMNCAH Services through FHHs, MHTs, & BHCs in Paktika, Kandahar, Helmand, & Herat","1,983,654.78"
Afghanistan,Swedish Comitee for Afghanistan,NGO,Improving delivery of essential RMNCAH Services in Samangan and Nuristan Provinces,"1,452,141.49"
Afghanistan,BRAC Afghanistan,NGO,Increasing Access to RMNCAH Services,"4,681,590.17"
Afghanistan,Organization for Research and Community Development,NGO,Increasing Access to RMNCAH and PSS Services,"5,094,297.97"
Afghanistan,War Child Canada,NGO,"Support to Adolescents & Youth, and AAP in Humanitarian Settings","1,696,438.33"
Afghanistan,Humanitarian Assistance Society,NGO,Increasing Access to RMNCAH Services,"4,005,227.25"
Afghanistan,Youth Health and Development Organization (YHDO),NGO,Support Vulnerable Adolescents and Youth through Multipurpose Youth Centers (MYC) in Afghanistan,"256,830.99"
Afghanistan,CARE International,NGO,Health Sector Response to PSS & increasing Access to RMNCAH Services,"3,949,090.50"
Afghanistan,Afghan Health and Development Services,NGO,Life-saving reproductive healthcare and response in Urozgan Province,"586,294.59"
Afghanistan,Just for Afghan Capacity and Knowledge,NGO,Improving delivery of essential RMNCAH Services in Nangarhar and Kunduz Provinces,"228,714.93"
Afghanistan,International Organization for Migration,UN,UN2UN agreement with IOM to construct FHHs,"960,748.80"
Afghanistan,UN Office for Project Services (UNOPS),UN,UN UNFPA Financial Support to AWAAZ Helpline,"143,115.16"
China,National Center for Women and Children's Health,Government,2023 AWP under NCWCH Implementation,"97,026.66"
Bangladesh,"Department of Women Affairs, Ministry of Women and Children Affairs",Government,Accelerating Action to End Child Marriage in Bangladesh,"178,843.99"
Bangladesh,Directorate General of Health Services,Government,UNFPA's Support to 4th HNPSP through DGHS,"1,323,043.15"
Bangladesh,Directorate General of Family Planning,Government,UNFPA's Support to 4th HNPSP through DGFP,"325,314.40"
Bangladesh,"Bangladesh Bureau of Statistics, Planning Commission",Government,Integrating Geospatial Information with Gender & Vital Statistics,"137,856.47"
Bangladesh,Directorate General of Nursing and Midwifery,Government,Strengthening the National Midwifery Programme (SNMP) through DGNM,"389,265.17"
Bangladesh,Department of Youth Development,Government,Life Skills Education in Youth Training Centers and Strengthening of National Youth Platform Project,"70,425.00"
Bangladesh,"Climate Change and Health Promotion Unit, Ministry of Health and Family Welfare",Government,Addressing impacts of climate change on women and girls health and wellbeing through CCHPU,"129,733.99"
