Total Spending,UNFPA,GOV,NGO,UN,Core Resources,Non-core Resources,Program,Country,Year,Country_Name
1321260,1321260,0,0,0,0.53,0.47,Ending gender-based violence and harmful practices,bosnia-herzegovina,2022,Bosnia and Herzegovina
126714,126714,0,0,0,1.0,-0.0,Ending the unmet need for family planning,bosnia-herzegovina,2022,Bosnia and Herzegovina
72684,72684,0,0,0,0.86,0.14,Ending gender-based violence and harmful practices,botswana,2022,Botswana
220322,220322,0,0,0,0.7,0.3,Ending preventable maternal deaths,botswana,2022,Botswana
1263807,1217182,0,46625,0,0.36,0.64,Ending the unmet need for family planning,botswana,2022,Botswana
2967049,1961863,0,3959,1001226,0.42,0.58,Ending gender-based violence and harmful practices,brazil,2022,Brazil
295871,228742,0,0,67129,1.0,0.0,Ending preventable maternal deaths,brazil,2022,Brazil
669317,519430,0,26,149861,0.98,0.02,Ending the unmet need for family planning,brazil,2022,Brazil
6323216,3664753,444599,2129638,84226,0.08,0.92,Ending gender-based violence and harmful practices,burkina-faso,2022,Burkina Faso
2513961,1452413,890513,157087,13949,0.62,0.38,Ending preventable maternal deaths,burkina-faso,2022,Burkina Faso
5210175,1410388,2376364,1364010,59412,0.21,0.79,Ending the unmet need for family planning,burkina-faso,2022,Burkina Faso
608635,519135,62423,27078,0,0.91,0.09,Ending gender-based violence and harmful practices,burundi,2022,Burundi
1696400,1389253,307146,0,0,0.74,0.26,Ending preventable maternal deaths,burundi,2022,Burundi
3234534,1337722,1429179,467632,0,0.2,0.8,Ending the unmet need for family planning,burundi,2022,Burundi
403850,403850,0,0,0,0.99,0.01,Ending gender-based violence and harmful practices,cabo-verde,2022,Cabo Verde
704078,704078,0,0,0,0.99,0.01,Ending the unmet need for family planning,cabo-verde,2022,Cabo Verde
887802,483234,282573,93827,28168,0.72,0.28,Ending gender-based violence and harmful practices,cambodia,2022,Cambodia
1655407,980561,495792,128018,51035,0.7,0.3,Ending preventable maternal deaths,cambodia,2022,Cambodia
681352,425073,181183,46809,28287,0.94,0.06,Ending the unmet need for family planning,cambodia,2022,Cambodia
4425976,3365327,275478,785171,0,0.35,0.65,Ending gender-based violence and harmful practices,cameroon,2022,Cameroon
4325995,3046424,910604,185421,183546,0.31,0.69,Ending preventable maternal deaths,cameroon,2022,Cameroon
2083257,913412,734503,435342,0,0.39,0.61,Ending the unmet need for family planning,cameroon,2022,Cameroon
29215,0,29215,0,0,0.0,1.0,Organizational effectiveness and efficiency,cameroon,2022,Cameroon
3807358,2954806,90395,762156,0,0.41,0.59,Ending gender-based violence and harmful practices,central-african-republic,2022,Central African Republic
1052035,622149,176651,253235,0,0.86,0.14,Ending preventable maternal deaths,central-african-republic,2022,Central African Republic
576276,295496,83662,197118,0,0.15,0.85,Ending the unmet need for family planning,central-african-republic,2022,Central African Republic
3551334,2462928,646554,441852,0,0.31,0.69,Ending gender-based violence and harmful practices,chad,2022,Chad
2720555,1764996,767071,188488,0,0.56,0.44,Ending preventable maternal deaths,chad,2022,Chad
3883879,1798122,710825,1374931,0,0.24,0.76,Ending the unmet need for family planning,chad,2022,Chad
151697,151697,0,0,0,1.0,0.0,Ending gender-based violence and harmful practices,chile,2022,Chile
525503,477514,47989,0,0,1.0,0.0,Ending gender-based violence and harmful practices,china,2022,China
327362,327362,0,0,0,1.0,0.0,Ending preventable maternal deaths,china,2022,China
1613239,1268526,344713,0,0,0.66,0.34,Ending the unmet need for family planning,china,2022,China
3590820,2114484,97880,1378456,0,0.16,0.84,Ending gender-based violence and harmful practices,colombia,2022,Colombia
1993265,1943612,14250,35403,0,0.39,0.61,Ending preventable maternal deaths,colombia,2022,Colombia
397769,357005,112,40652,0,0.98,0.02,Ending the unmet need for family planning,colombia,2022,Colombia
386230,323391,62839,0,0,0.75,0.25,Ending gender-based violence and harmful practices,comoros,2022,Comoros
667463,507220,160243,0,0,0.31,0.69,Ending preventable maternal deaths,comoros,2022,Comoros
506761,440315,45417,21029,0,0.75,0.25,Ending the unmet need for family planning,comoros,2022,Comoros
1124297,1124297,0,0,0,0.92,0.08,Ending gender-based violence and harmful practices,congo,2022,Congo
629159,624738,0,4421,0,0.95,0.05,Ending preventable maternal deaths,congo,2022,Congo
634472,529612,80750,24109,0,0.41,0.59,Ending the unmet need for family planning,congo,2022,Congo
21713,21713,0,0,0,0.88,0.12,Organizational effectiveness and efficiency,congo,2022,Congo
387634,307789,0,71214,8631,0.46,0.54,Ending gender-based violence and harmful practices,costa-rica,2022,Costa Rica
503631,465595,0,29621,8416,1.0,0.0,Ending the unmet need for family planning,costa-rica,2022,Costa Rica
1807624,1082592,143997,581034,0,0.57,0.43,Ending gender-based violence and harmful practices,côte-divoire,2022,Côte d'Ivoire
5531020,4190232,583138,757629,21,0.32,0.68,Ending preventable maternal deaths,côte-divoire,2022,Côte d'Ivoire
1920528,1183522,427190,309815,0,0.33,0.67,Ending the unmet need for family planning,côte-divoire,2022,Côte d'Ivoire
348283,267195,60201,20887,0,1.0,0.0,Ending gender-based violence and harmful practices,cuba,2022,Cuba
356791,308941,46615,1235,0,0.53,0.47,Ending preventable maternal deaths,cuba,2022,Cuba
244377,215513,27605,1258,0,0.79,0.21,Ending the unmet need for family planning,cuba,2022,Cuba
17734085,8640696,878169,7831356,383864,0.06,0.94,Ending gender-based violence and harmful practices,democratic-republic-congo,2022,Democratic Republic of the Congo
7006049,4682503,734034,1420246,169267,0.15,0.85,Ending preventable maternal deaths,democratic-republic-congo,2022,Democratic Republic of the Congo
12152576,10118922,811102,1222552,0,0.58,0.42,Ending the unmet need for family planning,democratic-republic-congo,2022,Democratic Republic of the Congo
618324,381206,213679,20330,3109,0.42,0.58,Ending gender-based violence and harmful practices,djibouti,2022,Djibouti
589631,289127,293443,0,7060,1.0,0.0,Ending preventable maternal deaths,djibouti,2022,Djibouti
406770,109771,294768,0,2231,0.46,0.54,Ending the unmet need for family planning,djibouti,2022,Djibouti
803190,713818,29415,59957,0,0.54,0.46,Ending gender-based violence and harmful practices,dominican-republic,2022,Dominican Republic
508489,474647,15771,18071,0,0.61,0.39,Ending preventable maternal deaths,dominican-republic,2022,Dominican Republic
306146,287946,6619,11581,0,0.73,0.27,Ending the unmet need for family planning,dominican-republic,2022,Dominican Republic
1273276,907414,0,365862,0,0.25,0.75,Ending gender-based violence and harmful practices,ecuador,2022,Ecuador
391894,391764,0,130,0,0.85,0.15,Ending preventable maternal deaths,ecuador,2022,Ecuador
4172885,4165005,0,7880,0,0.12,0.88,Ending the unmet need for family planning,ecuador,2022,Ecuador
4046764,1969415,517348,1548453,11548,0.27,0.73,Ending gender-based violence and harmful practices,egypt,2022,Egypt
104589,23264,75753,5251,321,0.33,0.67,Ending preventable maternal deaths,egypt,2022,Egypt
5972271,4027436,346212,1590265,8358,0.08,0.92,Ending the unmet need for family planning,egypt,2022,Egypt
1709124,1254314,0,454810,0,0.24,0.76,Ending gender-based violence and harmful practices,el-salvador,2022,El Salvador
377935,371623,0,6312,0,0.91,0.09,Ending preventable maternal deaths,el-salvador,2022,El Salvador
1112637,945064,0,167573,0,0.2,0.8,Ending the unmet need for family planning,el-salvador,2022,El Salvador
586195,586195,0,0,0,0.8,0.2,Ending gender-based violence and harmful practices,equatorial-guinea,2022,Equatorial Guinea
386729,386729,0,0,0,0.69,0.31,Ending preventable maternal deaths,equatorial-guinea,2022,Equatorial Guinea
63455,63455,0,0,0,0.63,0.37,Ending the unmet need for family planning,equatorial-guinea,2022,Equatorial Guinea
29305,21305,0,0,8000,1.0,-0.0,Organizational effectiveness and efficiency,equatorial-guinea,2022,Equatorial Guinea
11493,11493,0,0,0,0.1,0.9,Ending gender-based violence and harmful practices,eritrea,2022,Eritrea
552626,534276,18350,0,0,1.0,0.0,Ending preventable maternal deaths,eritrea,2022,Eritrea
45,45,0,0,0,0.0,1.0,Ending the unmet need for family planning,eritrea,2022,Eritrea
-138,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,eritrea,2022,Eritrea
304885,225953,3685,75247,0,0.45,0.55,Ending gender-based violence and harmful practices,eswatini,2022,Eswatini
625454,553533,11343,60578,0,0.68,0.32,Ending preventable maternal deaths,eswatini,2022,Eswatini
450109,314860,4972,130278,0,0.41,0.59,Ending the unmet need for family planning,eswatini,2022,Eswatini
11386715,3613656,2184962,5565920,22176,0.07,0.93,Ending gender-based violence and harmful practices,ethiopia,2022,Ethiopia
16739348,9371540,2793106,4459061,115641,0.25,0.75,Ending preventable maternal deaths,ethiopia,2022,Ethiopia
3368745,1557899,1346587,448179,16080,0.17,0.83,Ending the unmet need for family planning,ethiopia,2022,Ethiopia
16076,0,16076,0,0,0.0,1.0,Organizational effectiveness and efficiency,ethiopia,2022,Ethiopia
298731,297777,26,928,0,1.0,0.0,Ending gender-based violence and harmful practices,gabon,2022,Gabon
316612,313365,2800,447,0,0.45,0.55,Ending preventable maternal deaths,gabon,2022,Gabon
870457,655531,199344,15582,0,0.99,0.01,Ending the unmet need for family planning,gabon,2022,Gabon
2433189,985894,468235,979060,0,0.23,0.77,Ending gender-based violence and harmful practices,gambia,2022,Gambia
567090,399150,129544,38397,0,0.59,0.41,Ending preventable maternal deaths,gambia,2022,Gambia
931109,450773,303945,176392,0,0.44,0.56,Ending the unmet need for family planning,gambia,2022,Gambia
1170785,735921,35009,399856,0,0.12,0.88,Ending gender-based violence and harmful practices,georgia,2022,Georgia
731143,520796,59339,151008,0,0.63,0.37,Ending preventable maternal deaths,georgia,2022,Georgia
21040,7824,3,13212,0,0.99,0.01,Ending the unmet need for family planning,georgia,2022,Georgia
2619156,1557326,553127,508703,0,0.34,0.66,Ending gender-based violence and harmful practices,ghana,2022,Ghana
1154251,803558,131112,219581,0,0.37,0.63,Ending preventable maternal deaths,ghana,2022,Ghana
3861419,3228629,614403,18387,0,0.52,0.48,Ending the unmet need for family planning,ghana,2022,Ghana
862735,800742,0,61993,0,0.96,0.04,Ending gender-based violence and harmful practices,guatemala,2022,Guatemala
421866,352912,0,68954,0,0.93,0.07,Ending preventable maternal deaths,guatemala,2022,Guatemala
2706254,2614128,0,15676,76449,0.22,0.78,Ending the unmet need for family planning,guatemala,2022,Guatemala
9241,9241,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,guatemala,2022,Guatemala
839488,510734,323353,5402,0,0.77,0.23,Ending gender-based violence and harmful practices,guinea,2022,Guinea
2641030,1605963,680690,354377,0,0.46,0.54,Ending preventable maternal deaths,guinea,2022,Guinea
2209787,1609852,530494,69441,0,0.45,0.55,Ending the unmet need for family planning,guinea,2022,Guinea
259316,158785,19754,80777,0,0.14,0.86,Ending gender-based violence and harmful practices,guinea-bissau,2022,Guinea-Bissau
854057,777583,76475,0,0,0.65,0.35,Ending preventable maternal deaths,guinea-bissau,2022,Guinea-Bissau
792832,546605,156651,89575,0,0.66,0.34,Ending the unmet need for family planning,guinea-bissau,2022,Guinea-Bissau
3018433,877826,178407,1962033,168,0.1,0.9,Ending gender-based violence and harmful practices,haiti,2022,Haiti
6339270,4263199,940959,1134855,257,0.34,0.66,Ending preventable maternal deaths,haiti,2022,Haiti
1867904,1303277,266345,298170,111,0.04,0.96,Ending the unmet need for family planning,haiti,2022,Haiti
1845442,1298152,2635,544654,0,0.25,0.75,Ending gender-based violence and harmful practices,honduras,2022,Honduras
251458,251000,14,444,0,0.67,0.33,Ending preventable maternal deaths,honduras,2022,Honduras
843718,842249,46,1423,0,0.68,0.32,Ending the unmet need for family planning,honduras,2022,Honduras
4110003,1805971,582609,1714976,6447,0.28,0.72,Ending gender-based violence and harmful practices,india,2022,India
2570217,1905603,219397,431075,14141,0.97,0.03,Ending preventable maternal deaths,india,2022,India
2356002,1299512,195591,849389,11510,0.86,0.14,Ending the unmet need for family planning,india,2022,India
2327041,945609,749102,632330,0,0.49,0.51,Ending gender-based violence and harmful practices,indonesia,2022,Indonesia
3707846,1644059,857307,1206481,0,0.43,0.57,Ending preventable maternal deaths,indonesia,2022,Indonesia
1053909,463916,427443,162549,0,0.77,0.23,Ending the unmet need for family planning,indonesia,2022,Indonesia
1056300,743859,115533,175117,21790,0.75,0.25,Ending gender-based violence and harmful practices,iran,2022,Iran (Islamic Republic of)
2076994,1494949,222962,295696,63386,0.23,0.77,Ending preventable maternal deaths,iran,2022,Iran (Islamic Republic of)
-34,0,0,0,0,0.0,0.0,Ending the unmet need for family planning,iran,2022,Iran (Islamic Republic of)
9412870,4014925,1173460,4182903,41582,0.1,0.9,Ending gender-based violence and harmful practices,iraq,2022,Iraq
3790639,1087951,34187,2646026,22475,0.13,0.87,Ending preventable maternal deaths,iraq,2022,Iraq
4923567,3252330,59188,1528944,83105,0.2,0.8,Ending the unmet need for family planning,iraq,2022,Iraq
5181502,1486010,129586,3565906,0,0.09,0.91,Ending gender-based violence and harmful practices,jordan,2022,Jordan
666508,84962,61828,519719,0,0.33,0.67,Ending preventable maternal deaths,jordan,2022,Jordan
4857637,1773145,137971,2946521,0,0.08,0.92,Ending the unmet need for family planning,jordan,2022,Jordan
990371,438131,26090,526149,0,0.27,0.73,Ending gender-based violence and harmful practices,kazakhstan,2022,Kazakhstan
81165,25283,0,55882,0,0.51,0.49,Ending preventable maternal deaths,kazakhstan,2022,Kazakhstan
404466,307105,0,97308,52,0.73,0.27,Ending the unmet need for family planning,kazakhstan,2022,Kazakhstan
2671343,1324190,169554,1177599,0,0.53,0.47,Ending gender-based violence and harmful practices,kenya,2022,Kenya
2507321,1732367,160144,585810,29000,0.69,0.31,Ending preventable maternal deaths,kenya,2022,Kenya
1721406,1324761,84501,312144,0,0.39,0.61,Ending the unmet need for family planning,kenya,2022,Kenya
1433870,593736,295381,544753,0,0.23,0.77,Ending gender-based violence and harmful practices,kyrgyzstan,2022,Kyrgyzstan
155886,92222,24238,39425,0,0.48,0.52,Ending preventable maternal deaths,kyrgyzstan,2022,Kyrgyzstan
675779,438483,46746,190549,0,0.93,0.07,Ending the unmet need for family planning,kyrgyzstan,2022,Kyrgyzstan
1689409,1101708,509286,0,78414,0.4,0.6,Ending gender-based violence and harmful practices,lao-peoples-democratic-republic,2022,Lao People's Democratic Republic
773773,456100,317673,0,0,0.54,0.46,Ending preventable maternal deaths,lao-peoples-democratic-republic,2022,Lao People's Democratic Republic
1200414,621011,579403,0,0,0.41,0.59,Ending the unmet need for family planning,lao-peoples-democratic-republic,2022,Lao People's Democratic Republic
7550,7550,0,0,0,0.0,1.0,Organizational effectiveness and efficiency,lao-peoples-democratic-republic,2022,Lao People's Democratic Republic
2454107,1470991,63632,914896,4587,0.18,0.82,Ending gender-based violence and harmful practices,lebanon,2022,Lebanon
1004484,418640,524,585203,117,0.05,0.95,Ending preventable maternal deaths,lebanon,2022,Lebanon
1227322,1117191,3094,104848,2189,0.22,0.78,Ending the unmet need for family planning,lebanon,2022,Lebanon
350452,275402,6513,68536,0,0.93,0.07,Ending gender-based violence and harmful practices,lesotho,2022,Lesotho
464207,420171,31189,12846,0,0.44,0.56,Ending preventable maternal deaths,lesotho,2022,Lesotho
729035,484884,131427,112725,0,0.35,0.65,Ending the unmet need for family planning,lesotho,2022,Lesotho
4390675,1213088,2193995,983592,0,0.05,0.95,Ending gender-based violence and harmful practices,liberia,2022,Liberia
3854263,1870261,1674162,309839,0,0.3,0.7,Ending preventable maternal deaths,liberia,2022,Liberia
3770815,1055385,2147887,567543,0,0.08,0.92,Ending the unmet need for family planning,liberia,2022,Liberia
997,997,0,0,0,1.0,0.0,Organizational effectiveness and efficiency,liberia,2022,Liberia
2439852,1482444,0,941325,16084,0.24,0.76,Ending gender-based violence and harmful practices,libya,2022,Libya
2854756,1529066,0,1325690,0,0.25,0.75,Ending preventable maternal deaths,libya,2022,Libya
202533,184388,0,18145,0,0.73,0.27,Ending the unmet need for family planning,libya,2022,Libya
3743794,2804643,361537,577615,0,0.46,0.54,Ending gender-based violence and harmful practices,madagascar,2022,Madagascar
3823065,2613629,996062,213374,0,0.55,0.45,Ending preventable maternal deaths,madagascar,2022,Madagascar
2538938,1402234,876231,260473,0,0.43,0.57,Ending the unmet need for family planning,madagascar,2022,Madagascar
2786820,1557145,194137,947467,88072,0.18,0.82,Ending gender-based violence and harmful practices,malawi,2022,Malawi
4079663,2352507,932478,794678,0,0.35,0.65,Ending preventable maternal deaths,malawi,2022,Malawi
8871347,7294656,965117,611573,0,0.17,0.83,Ending the unmet need for family planning,malawi,2022,Malawi
810,0,810,0,0,1.0,0.0,Organizational effectiveness and efficiency,malawi,2022,Malawi
224566,224394,0,173,0,1.0,0.0,Ending gender-based violence and harmful practices,malaysia,2022,Malaysia
361905,342078,0,19827,0,0.93,0.07,Ending the unmet need for family planning,malaysia,2022,Malaysia
408436,350941,39472,18023,0,0.84,0.16,Ending gender-based violence and harmful practices,maldives,2022,Maldives
335520,248051,78123,9346,0,1.0,0.0,Ending the unmet need for family planning,maldives,2022,Maldives
7668809,4360239,916770,2391800,0,0.22,0.78,Ending gender-based violence and harmful practices,mali,2022,Mali
5187643,3472329,860666,854648,0,0.42,0.58,Ending preventable maternal deaths,mali,2022,Mali
3655784,1671383,749083,1235318,0,0.12,0.88,Ending the unmet need for family planning,mali,2022,Mali
284712,234028,39490,11194,0,0.4,0.6,Ending gender-based violence and harmful practices,mauritania,2022,Mauritania
1553757,1331009,176020,46728,0,0.9,0.1,Ending preventable maternal deaths,mauritania,2022,Mauritania
482071,393257,57520,31293,0,0.1,0.9,Ending the unmet need for family planning,mauritania,2022,Mauritania
24752,24752,0,0,0,0.0,1.0,Organizational effectiveness and efficiency,mauritania,2022,Mauritania
91396,61863,29534,0,0,1.0,0.0,Ending gender-based violence and harmful practices,mauritius,2022,Mauritius
218623,124100,94523,0,0,0.65,0.35,Ending preventable maternal deaths,mauritius,2022,Mauritius
20888,12551,8337,0,0,1.0,0.0,Ending the unmet need for family planning,mauritius,2022,Mauritius
1921998,1233472,126912,0,561614,0.29,0.71,Ending gender-based violence and harmful practices,mexico,2022,Mexico
838577,454334,76272,52920,255051,0.1,0.9,Ending preventable maternal deaths,mexico,2022,Mexico
882245,736088,98378,0,47780,0.84,0.16,Ending the unmet need for family planning,mexico,2022,Mexico
-33,0,0,0,0,0.0,0.0,Organizational effectiveness and efficiency,mexico,2022,Mexico
1427158,653195,594205,93308,86450,0.31,0.69,Ending gender-based violence and harmful practices,mongolia,2022,Mongolia
885711,708270,177441,0,0,0.55,0.45,Ending preventable maternal deaths,mongolia,2022,Mongolia
417424,191370,119100,0,106954,0.61,0.39,Ending the unmet need for family planning,mongolia,2022,Mongolia
1602810,1220581,254339,127890,0,0.62,0.38,Ending gender-based violence and harmful practices,morocco,2022,Morocco
566618,283118,283450,51,0,0.03,0.97,Ending preventable maternal deaths,morocco,2022,Morocco
417107,306376,37024,73706,0,0.28,0.72,Ending the unmet need for family planning,morocco,2022,Morocco
5354066,1985189,1626861,1705473,36543,0.13,0.87,Ending gender-based violence and harmful practices,mozambique,2022,Mozambique
5503401,3071597,1929427,502376,0,0.24,0.76,Ending preventable maternal deaths,mozambique,2022,Mozambique
19032906,10541284,4069046,4422576,0,0.15,0.85,Ending the unmet need for family planning,mozambique,2022,Mozambique
247313,234993,0,12320,0,0.65,0.35,Organizational effectiveness and efficiency,mozambique,2022,Mozambique
13493409,6593325,0,6883141,16943,0.08,0.92,Ending gender-based violence and harmful practices,myanmar,2022,Myanmar
3978265,514358,0,3421839,42068,0.2,0.8,Ending preventable maternal deaths,myanmar,2022,Myanmar
3209033,1617912,0,1532111,59010,0.4,0.6,Ending the unmet need for family planning,myanmar,2022,Myanmar
9870,9366,0,505,0,0.6,0.4,Organizational effectiveness and efficiency,myanmar,2022,Myanmar
563961,361336,50832,151793,0,0.42,0.58,Ending gender-based violence and harmful practices,namibia,2022,Namibia
-125,0,0,0,0,0.0,1.0,Ending preventable maternal deaths,namibia,2022,Namibia
1287810,921998,243163,122648,0,0.57,0.43,Ending the unmet need for family planning,namibia,2022,Namibia
7120563,3112306,0,4008258,0,0.19,0.81,Ending gender-based violence and harmful practices,nepal,2022,Nepal
699446,467793,0,237852,0,0.7,0.3,Ending preventable maternal deaths,nepal,2022,Nepal
1993749,1274970,7639,711140,0,0.56,0.44,Ending the unmet need for family planning,nepal,2022,Nepal
756254,729691,26562,0,0,0.49,0.51,Ending gender-based violence and harmful practices,nicaragua,2022,Nicaragua
470452,455584,14868,0,0,0.12,0.88,Ending preventable maternal deaths,nicaragua,2022,Nicaragua
1286139,1264124,22015,0,0,0.45,0.55,Ending the unmet need for family planning,nicaragua,2022,Nicaragua
6764875,1840603,1630820,3293452,0,0.18,0.82,Ending gender-based violence and harmful practices,niger,2022,Niger
3254014,1994221,634077,625715,0,0.43,0.57,Ending preventable maternal deaths,niger,2022,Niger
2127874,1601326,347243,179305,0,0.6,0.4,Ending the unmet need for family planning,niger,2022,Niger
8272016,4741147,867170,2663700,0,0.35,0.65,Ending gender-based violence and harmful practices,nigeria,2022,Nigeria
5845700,4059126,843653,942920,0,0.77,0.23,Ending preventable maternal deaths,nigeria,2022,Nigeria
7497074,5933775,543468,1019831,0,0.21,0.79,Ending the unmet need for family planning,nigeria,2022,Nigeria
16797,8948,7849,0,0,0.47,0.53,Organizational effectiveness and efficiency,nigeria,2022,Nigeria
708999,591187,0,117812,0,0.26,0.74,Ending gender-based violence and harmful practices,north-macedonia,2022,North Macedonia
380564,319013,0,61551,0,0.8,0.2,Ending preventable maternal deaths,north-macedonia,2022,North Macedonia
58094,41711,0,16383,0,0.78,0.22,Ending the unmet need for family planning,north-macedonia,2022,North Macedonia
1305918,1255918,0,50000,0,0.23,0.77,Ending gender-based violence and harmful practices,oman,2022,Oman
3960555,1337000,204878,2140958,277719,0.3,0.7,Ending gender-based violence and harmful practices,pakistan,2022,Pakistan
4235199,2004668,555505,1644889,30137,0.22,0.78,Ending preventable maternal deaths,pakistan,2022,Pakistan
6527784,2624257,617888,3285935,0,0.42,0.58,Ending the unmet need for family planning,pakistan,2022,Pakistan
98970,82719,0,0,16251,1.0,0.0,Ending gender-based violence and harmful practices,panama,2022,Panama
449295,375522,0,0,73773,1.0,0.0,Ending preventable maternal deaths,panama,2022,Panama
496675,472935,0,0,23740,0.29,0.71,Ending the unmet need for family planning,panama,2022,Panama
4118064,3178082,217083,722899,0,0.13,0.87,Ending gender-based violence and harmful practices,papua-new-guinea,2022,Papua New Guinea
987938,873306,27656,86976,0,0.98,0.02,Ending preventable maternal deaths,papua-new-guinea,2022,Papua New Guinea
2443564,2315880,19880,107804,0,0.36,0.64,Ending the unmet need for family planning,papua-new-guinea,2022,Papua New Guinea
673880,668685,0,5195,0,0.25,0.75,Ending gender-based violence and harmful practices,paraguay,2022,Paraguay
423667,413807,0,9860,0,0.76,0.24,Ending preventable maternal deaths,paraguay,2022,Paraguay
3406468,3390897,0,15571,0,0.11,0.89,Ending the unmet need for family planning,paraguay,2022,Paraguay
1591239,882478,0,708761,0,0.37,0.63,Ending gender-based violence and harmful practices,peru,2022,Peru
811887,445660,0,366227,0,0.39,0.61,Ending preventable maternal deaths,peru,2022,Peru
541106,388181,0,152925,0,0.81,0.19,Ending the unmet need for family planning,peru,2022,Peru
2574224,447272,3912,2123040,0,0.17,0.83,Ending gender-based violence and harmful practices,philippines,2022,Philippines
3421187,1902166,6154,1512867,0,0.27,0.73,Ending preventable maternal deaths,philippines,2022,Philippines
3793885,2444112,10766,1339007,0,0.67,0.33,Ending the unmet need for family planning,philippines,2022,Philippines
710060,199709,103977,406374,0,0.46,0.54,Ending gender-based violence and harmful practices,rwanda,2022,Rwanda
1191824,319008,221259,651557,0,0.05,0.95,Ending preventable maternal deaths,rwanda,2022,Rwanda
5919481,2836356,1331852,1751273,0,0.46,0.54,Ending the unmet need for family planning,rwanda,2022,Rwanda
133678,97772,35906,0,0,1.0,0.0,Ending gender-based violence and harmful practices,sao-tome-principe,2022,Sao Tome and Principe
126950,110221,16729,0,0,1.0,0.0,Ending preventable maternal deaths,sao-tome-principe,2022,Sao Tome and Principe
445616,388372,57244,0,0,0.5,0.5,Ending the unmet need for family planning,sao-tome-principe,2022,Sao Tome and Principe
